fio,faculty,title,degree
Петров К.М.,ФПМИ,доцент,д.н.
Смирнов Г.Н.,ФЭТ,ассистент,д.н.
Егоров И.К.,ФИВТ,ассистент,к.н.
Егоров Б.В.,ФМиМ,,д.н.
Козлов К.М.,ФРТ,,к.н.
Волков Ж.Р.,ФИВТ,ассистент,д.н.
Петров З.Т.,ФПМИ,,к.н.
Смирнов Б.В.,ФРТ,ассистент,д.н.
Лебедев Б.В.,ФУПМ,доцент,д.н.
Соколов Е.П.,ФИВТ,доцент,к.н.
Кузнецов И.К.,ФФ,доцент,д.н.
Морозов Г.Н.,ФИВТ,,к.н.
Смирнов А.А.,ФМиЕН,ассистент,к.н.
Попов Е.П.,ФУПМ,ассистент,
Морозов М.Ю.,ФМиМ,доцент,д.н.
Иванов И.К.,ФМиМ,профессор,к.н.
Семенов Е.П.,ФЭТ,ассистент,к.н.
Смирнов К.М.,ФМиМ,ассистент,д.н.
Кузнецов И.К.,ФУПМ,,д.н.
Волков Е.П.,ФИВТ,,д.н.
Петров И.К.,ФМиЕН,,д.н.
Соколов Б.В.,ФФ,профессор,д.н.
Козлов В.И.,ФИТ,профессор,д.н.
Сидоров И.К.,ФИТ,доцент,д.н.
Кузнецов И.К.,ФИТ,доцент,
Семенов Г.Н.,ФРТ,профессор,к.н.
Лебедева Л.О.,ФИТ,ассистент,
Лебедев К.М.,ФМиЕН,,д.н.
Егоров Ж.Р.,ФФ,доцент,
Сидоров Л.О.,ФЭТ,,
Лебедева К.М.,ФИВТ,ассистент,
Новиков В.И.,ФЭТ,ассистент,к.н.
Козлов А.А.,ФИТ,доцент,д.н.
Кузнецов М.Ю.,ФИВТ,профессор,к.н.
Егоров Л.О.,ФМиМ,ассистент,к.н.
Сидоров В.И.,ФИТ,доцент,к.н.
Алексеев К.М.,ФУПМ,профессор,к.н.
Лебедева Ж.Р.,ФЭТ,,к.н.
Новиков Г.Н.,ФФ,профессор,д.н.
Смирнов Л.О.,ФУПМ,профессор,
Новиков Е.П.,ФЭТ,ассистент,к.н.
Петров К.М.,ФУПМ,,
Иванов Д.С.,ФМиМ,ассистент,к.н.
Новиков М.Ю.,ФИВТ,профессор,
Смирнов Л.О.,ИТМО,доцент,д.н.
Семенов Д.С.,ФРТ,,
Попов К.М.,ФЭТ,доцент,д.н.
Семенов Л.О.,ФФ,,к.н.
Егоров Б.В.,ФПМИ,доцент,д.н.
Попов В.И.,ФПМИ,доцент,к.н.
Кузнецов А.А.,ФРТ,,
Семенов М.Ю.,ФРТ,доцент,к.н.
Сидоров Б.В.,ИТМО,,
Егоров З.Т.,ФПМИ,доцент,к.н.
Егоров Ж.Р.,ФУПМ,,д.н.
Алексеев А.А.,ФИВТ,доцент,
Морозов К.М.,ФМиЕН,,к.н.
Семенов Г.Н.,ФФ,ассистент,к.н.
Попов Ж.Р.,ФИТ,ассистент,
Кузнецов Л.О.,ИТМО,профессор,д.н.
Попов Е.П.,ФУПМ,,д.н.
Семенов И.К.,ФФ,доцент,
Соколов К.М.,ФМиЕН,,
Кузнецов В.И.,ФПМИ,ассистент,
Лебедева А.А.,ИТМО,доцент,к.н.
Семенов А.А.,ФРТ,доцент,д.н.
Козлов Л.О.,ФИВТ,доцент,д.н.
Смирнов А.А.,ФИТ,профессор,д.н.
Смирнов Ж.Р.,ФФ,доцент,д.н.
Алексеев Д.С.,ФМиМ,,д.н.
Иванов Д.С.,ИТМО,,
Попов К.М.,ФРТ,ассистент,
Иванов М.Ю.,ФФ,профессор,
Соколов Л.О.,ИТМО,ассистент,к.н.
Иванов К.М.,ИТМО,доцент,
Петров М.Ю.,ИТМО,,к.н.
Смирнов Е.П.,ФИВТ,ассистент,д.н.
Кузнецов И.К.,ФРТ,,д.н.
Алексеев А.А.,ФМиМ,доцент,
Лебедев Б.В.,ФМиМ,профессор,д.н.
Соколов К.М.,ФУПМ,профессор,д.н.
Сидоров Ж.Р.,ФМиЕН,доцент,
Соколов М.Ю.,ФМиЕН,,
Кузнецов Ж.Р.,ИТМО,профессор,
Попов Д.С.,ИТМО,доцент,д.н.
Новиков З.Т.,ФФ,ассистент,к.н.
Егоров З.Т.,ФРТ,ассистент,
Соколов Ж.Р.,ФИТ,профессор,к.н.
Новиков Д.С.,ФМиМ,профессор,д.н.
Кузнецов К.М.,ФЭТ,доцент,
Новиков М.Ю.,ФЭТ,,к.н.
Волков Б.В.,ФФ,,д.н.
Иванов И.К.,ФРТ,ассистент,д.н.
Кузнецов К.М.,ФРТ,ассистент,к.н.
Лебедев З.Т.,ФИВТ,профессор,к.н.
Алексеев А.А.,ФЭТ,ассистент,д.н.
Смирнов К.М.,ФРТ,ассистент,
Семенов Л.О.,ФМиЕН,ассистент,к.н.
Соколов Г.Н.,ФИТ,доцент,д.н.
Алексеев Г.Н.,ФПМИ,доцент,д.н.
Соколов Ж.Р.,ФПМИ,доцент,
Сидоров И.К.,ФУПМ,,д.н.
Волков Г.Н.,ФМиМ,доцент,
Кузнецов З.Т.,ФУПМ,ассистент,
Соколов Е.П.,ФМиМ,профессор,д.н.
Смирнов М.Ю.,ФРТ,профессор,к.н.
Сидоров З.Т.,ФУПМ,профессор,д.н.
Петров В.И.,ФУПМ,доцент,к.н.
Петров И.К.,ФПМИ,профессор,д.н.
Соколов И.К.,ФПМИ,,
Петров А.А.,ФУПМ,,
Козлов Е.П.,ФИТ,доцент,к.н.
Иванов З.Т.,ФИТ,,д.н.
Лебедева Е.П.,ФУПМ,,
Кузнецов В.И.,ИТМО,доцент,к.н.
Иванов И.К.,ФПМИ,доцент,д.н.
Егоров Г.Н.,ФРТ,,
Петров К.М.,ФФ,доцент,
Кузнецов З.Т.,ИТМО,доцент,д.н.
Лебедев Б.В.,ИТМО,,
Семенов В.И.,ФМиМ,доцент,к.н.
Смирнов А.А.,ИТМО,профессор,к.н.
Козлов Е.П.,ФИТ,,д.н.
Новиков М.Ю.,ФУПМ,ассистент,
Лебедев В.И.,ФРТ,доцент,д.н.
Иванов Г.Н.,ФФ,профессор,
Лебедева М.Ю.,ФПМИ,доцент,к.н.
Волков А.А.,ФМиЕН,ассистент,к.н.
Лебедев Б.В.,ФМиМ,ассистент,д.н.
Лебедев М.Ю.,ФРТ,,к.н.
Петров Е.П.,ФПМИ,,
Морозов Д.С.,ФРТ,ассистент,д.н.
Соколов Г.Н.,ФИТ,доцент,д.н.
Алексеев М.Ю.,ФРТ,,
Попов М.Ю.,ИТМО,профессор,д.н.
Соколов И.К.,ФРТ,ассистент,д.н.
Кузнецов М.Ю.,ФПМИ,,
Семенов А.А.,ФФ,,д.н.
Морозов Д.С.,ФЭТ,ассистент,д.н.
Семенов Ж.Р.,ФПМИ,ассистент,д.н.
Попов Д.С.,ФМиЕН,ассистент,
Петров Л.О.,ФРТ,профессор,
Петров М.Ю.,ФФ,доцент,
Лебедева Л.О.,ФРТ,доцент,д.н.
Иванов И.К.,ФПМИ,профессор,к.н.
Лебедева Л.О.,ФПМИ,,д.н.
Кузнецов Д.С.,ФПМИ,профессор,
Петров З.Т.,ФЭТ,,
Кузнецов Б.В.,ФФ,доцент,д.н.
Попов Б.В.,ФМиЕН,ассистент,к.н.
Кузнецов В.И.,ФРТ,доцент,
Лебедева И.К.,ФРТ,ассистент,
Лебедев В.И.,ФРТ,,к.н.
Егоров В.И.,ФИВТ,ассистент,д.н.
Попов З.Т.,ФРТ,доцент,к.н.
Сидоров М.Ю.,ФМиМ,профессор,к.н.
Петров Д.С.,ФФ,ассистент,к.н.
Петров А.А.,ФПМИ,,
Кузнецов Г.Н.,ФИТ,ассистент,к.н.
Козлов В.И.,ФРТ,профессор,д.н.
Попов Д.С.,ФФ,ассистент,к.н.
Смирнов Ж.Р.,ФИВТ,,д.н.
Семенов М.Ю.,ФРТ,доцент,к.н.
Алексеев В.И.,ФМиМ,,к.н.
Иванов З.Т.,ФИВТ,профессор,
Сидоров К.М.,ФПМИ,,к.н.
Сидоров Е.П.,ФУПМ,профессор,д.н.
Козлов Ж.Р.,ФМиМ,доцент,д.н.
Иванов А.А.,ФРТ,,к.н.
Кузнецов И.К.,ФФ,доцент,к.н.
Попов Б.В.,ФИТ,,
Лебедев Ж.Р.,ФЭТ,профессор,к.н.
Петров Л.О.,ФМиЕН,доцент,д.н.
Петров В.И.,ФУПМ,профессор,к.н.
Сидоров Л.О.,ФИВТ,профессор,
Иванов Л.О.,ФПМИ,профессор,д.н.
Петров В.И.,ФФ,профессор,к.н.
Семенов Ж.Р.,ФРТ,,
Морозов З.Т.,ФИВТ,,
Морозов Ж.Р.,ФИВТ,профессор,д.н.
Соколов Д.С.,ФИВТ,,д.н.
Морозов К.М.,ФИТ,доцент,
Смирнов Л.О.,ФПМИ,,
Сидоров Ж.Р.,ФИВТ,,к.н.
Лебедева Д.С.,ФФ,ассистент,д.н.
Петров К.М.,ФФ,профессор,д.н.
Попов А.А.,ФПМИ,доцент,д.н.
Смирнов Д.С.,ФФ,ассистент,
Алексеев Е.П.,ФИВТ,доцент,
Семенов Л.О.,ФЭТ,профессор,
Иванов Б.В.,ФПМИ,,
Попов Г.Н.,ИТМО,,
Кузнецов Б.В.,ФМиЕН,профессор,д.н.
Смирнов Ж.Р.,ФИВТ,профессор,д.н.
Семенов В.И.,ФРТ,,
Кузнецов М.Ю.,ФМиМ,доцент,к.н.
Морозов И.К.,ФМиЕН,,
Попов К.М.,ФМиМ,доцент,
Новиков В.И.,ФИВТ,,
Козлов И.К.,ФМиЕН,профессор,
Иванов З.Т.,ФМиЕН,доцент,
Кузнецов Л.О.,ФЭТ,доцент,к.н.
Лебедев М.Ю.,ФИТ,ассистент,к.н.
Смирнов И.К.,ФМиМ,доцент,д.н.
Алексеев В.И.,ФМиМ,профессор,д.н.
Морозов Ж.Р.,ИТМО,ассистент,д.н.
Егоров В.И.,ФИТ,ассистент,к.н.
Волков З.Т.,ФИТ,доцент,к.н.
Новиков Д.С.,ФЭТ,ассистент,д.н.
Лебедева А.А.,ФПМИ,ассистент,к.н.
Петров А.А.,ФУПМ,доцент,д.н.
Соколов З.Т.,ФМиЕН,профессор,д.н.
Семенов К.М.,ФМиМ,доцент,д.н.
Лебедева И.К.,ФПМИ,профессор,
Соколов А.А.,ФМиЕН,ассистент,
Иванов А.А.,ФПМИ,профессор,д.н.
Петров Г.Н.,ФИТ,ассистент,
Алексеев З.Т.,ИТМО,,к.н.
Соколов А.А.,ФПМИ,доцент,
Смирнов М.Ю.,ФФ,доцент,
Морозов Д.С.,ФИТ,доцент,к.н.
Морозов З.Т.,ФУПМ,доцент,д.н.
Алексеев В.И.,ФПМИ,профессор,к.н.
Сидоров З.Т.,ФМиЕН,ассистент,д.н.
Егоров Д.С.,ФМиМ,ассистент,
Семенов А.А.,ФРТ,ассистент,д.н.
Иванов А.А.,ФИТ,,
Смирнов М.Ю.,ФМиМ,ассистент,
Новиков А.А.,ФМиЕН,ассистент,к.н.
Попов М.Ю.,ФМиМ,,к.н.
Волков К.М.,ИТМО,доцент,
Попов В.И.,ФРТ,профессор,д.н.
Семенов Г.Н.,ФУПМ,доцент,
Егоров Л.О.,ФПМИ,профессор,д.н.
Алексеев К.М.,ФУПМ,профессор,к.н.
Петров И.К.,ФИВТ,профессор,
Алексеев Е.П.,ФФ,ассистент,д.н.
Козлов Г.Н.,ФРТ,,
Сидоров Ж.Р.,ФМиЕН,,д.н.
Семенов З.Т.,ФУПМ,профессор,
Соколов К.М.,ФМиМ,,д.н.
Попов К.М.,ИТМО,доцент,
Алексеев Г.Н.,ФИТ,доцент,д.н.
Волков В.И.,ФУПМ,,
Козлов К.М.,ФИВТ,доцент,д.н.
Попов З.Т.,ФУПМ,доцент,к.н.
Морозов М.Ю.,ФМиМ,,д.н.
Лебедев Б.В.,ФЭТ,ассистент,
Алексеев Ж.Р.,ИТМО,,
Попов К.М.,ФЭТ,профессор,д.н.
Семенов Б.В.,ФПМИ,,д.н.
Смирнов Д.С.,ФЭТ,профессор,д.н.
Алексеев З.Т.,ФИТ,ассистент,д.н.
Волков Б.В.,ФМиМ,профессор,
Лебедев Б.В.,ФУПМ,доцент,к.н.
Соколов Е.П.,ФЭТ,профессор,д.н.
Семенов М.Ю.,ФМиЕН,профессор,
Алексеев В.И.,ФИВТ,профессор,
Морозов И.К.,ФРТ,,к.н.
Соколов К.М.,ФРТ,,
Петров М.Ю.,ФРТ,,д.н.
Попов Е.П.,ФМиМ,профессор,к.н.
Новиков К.М.,ФРТ,ассистент,д.н.
Морозов Ж.Р.,ФФ,ассистент,д.н.
Сидоров Л.О.,ФИВТ,доцент,к.н.
Семенов А.А.,ФМиМ,профессор,д.н.
Алексеев Г.Н.,ФИТ,,
Кузнецов И.К.,ФМиМ,доцент,к.н.
Козлов Л.О.,ФФ,ассистент,д.н.
Егоров Ж.Р.,ФПМИ,доцент,д.н.
Сидоров З.Т.,ФФ,,д.н.
Лебедева М.Ю.,ФМиЕН,ассистент,д.н.
Волков В.И.,ФРТ,ассистент,д.н.
Лебедева И.К.,ФМиМ,профессор,д.н.
Волков А.А.,ФМиЕН,доцент,
Кузнецов Б.В.,ФМиЕН,,
Лебедев З.Т.,ФУПМ,,
Попов Л.О.,ФИТ,профессор,к.н.
Семенов И.К.,ИТМО,профессор,
Попов Г.Н.,ФПМИ,,к.н.
Лебедев Е.П.,ФУПМ,доцент,д.н.
Новиков М.Ю.,ФУПМ,профессор,
Лебедева В.И.,ФИТ,ассистент,
Попов И.К.,ФИВТ,доцент,
Лебедева Л.О.,ФУПМ,,
Соколов Ж.Р.,ИТМО,ассистент,
Сидоров М.Ю.,ФПМИ,,к.н.
Петров К.М.,ФМиЕН,,д.н.
Волков З.Т.,ФУПМ,профессор,д.н.
Новиков К.М.,ФУПМ,профессор,д.н.
Семенов В.И.,ФМиМ,профессор,д.н.
Лебедева И.К.,ФМиЕН,доцент,к.н.
Сидоров Д.С.,ФЭТ,профессор,
Смирнов Д.С.,ФПМИ,ассистент,к.н.
Попов Л.О.,ФФ,ассистент,к.н.
Смирнов Е.П.,ФРТ,профессор,д.н.
Волков М.Ю.,ФРТ,профессор,д.н.
Иванов М.Ю.,ФИТ,,д.н.
Иванов Л.О.,ФМиЕН,профессор,д.н.
Егоров З.Т.,ФМиМ,профессор,к.н.
Кузнецов Б.В.,ФУПМ,профессор,д.н.
Иванов Е.П.,ФЭТ,профессор,к.н.
Семенов В.И.,ФЭТ,доцент,к.н.
Алексеев Б.В.,ФРТ,доцент,д.н.
Новиков Е.П.,ФИВТ,профессор,д.н.
Смирнов К.М.,ФИВТ,доцент,к.н.
Семенов И.К.,ФУПМ,ассистент,д.н.
Волков А.А.,ФИТ,профессор,к.н.
Попов М.Ю.,ФФ,,
Смирнов А.А.,ФИТ,ассистент,
Морозов Е.П.,ФУПМ,,к.н.
Соколов И.К.,ФМиМ,ассистент,
Морозов Е.П.,ФПМИ,профессор,д.н.
Кузнецов М.Ю.,ФИТ,ассистент,д.н.
Сидоров Д.С.,ФМиЕН,профессор,
Новиков З.Т.,ФРТ,профессор,к.н.
Кузнецов Б.В.,ФЭТ,ассистент,д.н.
Лебедева Л.О.,ФФ,ассистент,д.н.
Морозов В.И.,ИТМО,доцент,д.н.
Попов А.А.,ФМиЕН,доцент,к.н.
Морозов З.Т.,ФИТ,доцент,к.н.
Алексеев К.М.,ФМиМ,доцент,д.н.
Соколов К.М.,ФМиЕН,доцент,
Соколов К.М.,ФФ,доцент,к.н.
Волков К.М.,ФРТ,,к.н.
Сидоров Г.Н.,ФИВТ,профессор,к.н.
Иванов З.Т.,ФИТ,ассистент,д.н.
Новиков Е.П.,ФПМИ,ассистент,
Новиков Л.О.,ФФ,ассистент,
Смирнов М.Ю.,ИТМО,ассистент,к.н.
Соколов А.А.,ФУПМ,,
Кузнецов Г.Н.,ФРТ,профессор,
Сидоров К.М.,ФЭТ,доцент,д.н.
Лебедева Ж.Р.,ФРТ,ассистент,д.н.
Петров Д.С.,ФУПМ,профессор,д.н.
Волков З.Т.,ФУПМ,доцент,к.н.
Соколов К.М.,ФИТ,ассистент,
Козлов К.М.,ФИВТ,доцент,д.н.
Алексеев Ж.Р.,ФИТ,доцент,
Алексеев Г.Н.,ФФ,ассистент,к.н.
Петров З.Т.,ИТМО,доцент,
Кузнецов Е.П.,ФФ,,
Лебедева Ж.Р.,ФМиЕН,профессор,к.н.
Егоров И.К.,ФМиМ,ассистент,д.н.
Егоров Г.Н.,ФМиМ,ассистент,д.н.
Кузнецов В.И.,ФИВТ,,к.н.
Смирнов Е.П.,ФЭТ,ассистент,к.н.
Лебедева А.А.,ФИТ,,д.н.
Лебедев А.А.,ФФ,доцент,д.н.
Алексеев М.Ю.,ФРТ,профессор,к.н.
Иванов Б.В.,ФУПМ,доцент,д.н.
Соколов М.Ю.,ИТМО,,к.н.
Смирнов Г.Н.,ФМиЕН,доцент,
Козлов К.М.,ФРТ,доцент,
Лебедева И.К.,ИТМО,,
Попов Е.П.,ФИВТ,доцент,
Кузнецов Л.О.,ФЭТ,доцент,д.н.
Петров М.Ю.,ФПМИ,,д.н.
Сидоров К.М.,ФРТ,,к.н.
Морозов В.И.,ФФ,доцент,к.н.
Смирнов В.И.,ФПМИ,ассистент,
Иванов З.Т.,ФИВТ,,
Соколов А.А.,ФФ,ассистент,к.н.
Петров Г.Н.,ФИТ,,д.н.
Смирнов Л.О.,ФМиМ,,
Лебедева З.Т.,ФИВТ,профессор,
