fio,faculty,title,degree
Попов Ж.Р.,ФМиЕН,,
Новиков В.И.,ФИТ,профессор,
Козлов Г.Н.,ФУПМ,,д.н.
Сидоров М.Ю.,ФПМИ,доцент,к.н.
Соколов Е.П.,ФРТ,ассистент,к.н.
Лебедева Л.О.,ФМиЕН,профессор,
Егоров М.Ю.,ФИТ,профессор,к.н.
Алексеев Д.С.,ФМиМ,,
Кузнецов В.И.,ИТМО,,д.н.
Козлов Г.Н.,ФЭТ,доцент,к.н.
Морозов Ж.Р.,ИТМО,ассистент,
Новиков К.М.,ФМиЕН,ассистент,к.н.
Морозов Е.П.,ФМиЕН,профессор,д.н.
Козлов Е.П.,ФУПМ,ассистент,д.н.
Семенов З.Т.,ФМиЕН,ассистент,д.н.
Кузнецов З.Т.,ФИТ,профессор,
Новиков К.М.,ИТМО,,
Егоров З.Т.,ИТМО,,к.н.
Соколов Д.С.,ФМиЕН,профессор,к.н.
Козлов М.Ю.,ФИТ,профессор,к.н.
Новиков Д.С.,ИТМО,доцент,к.н.
Егоров А.А.,ФУПМ,доцент,к.н.
Сидоров Д.С.,ФУПМ,доцент,
Новиков В.И.,ФМиМ,ассистент,
Сидоров Л.О.,ФПМИ,,д.н.
Иванов В.И.,ФУПМ,ассистент,д.н.
Лебедева И.К.,ИТМО,,
Лебедева В.И.,ФФ,доцент,д.н.
Попов В.И.,ФПМИ,ассистент,к.н.
Попов Б.В.,ФМиМ,профессор,д.н.
Новиков А.А.,ИТМО,доцент,д.н.
Алексеев И.К.,ИТМО,,
Козлов А.А.,ФМиЕН,ассистент,
Волков И.К.,ФМиЕН,профессор,к.н.
Лебедев В.И.,ФФ,ассистент,д.н.
Иванов И.К.,ИТМО,,д.н.
Лебедева Е.П.,ФМиМ,ассистент,
Егоров А.А.,ФЭТ,доцент,
Сидоров Е.П.,ФПМИ,,
Попов Б.В.,ИТМО,доцент,
Егоров Л.О.,ФИВТ,,д.н.
Алексеев Б.В.,ИТМО,доцент,
Попов Д.С.,ФМиЕН,профессор,
Сидоров Б.В.,ФФ,профессор,д.н.
Лебедева К.М.,ФУПМ,профессор,
Новиков К.М.,ИТМО,доцент,
Новиков Л.О.,ФФ,профессор,к.н.
Новиков Д.С.,ФМиМ,профессор,к.н.
Кузнецов Б.В.,ФМиЕН,,к.н.
Алексеев Л.О.,ФМиЕН,ассистент,
Попов В.И.,ФИТ,доцент,к.н.
Иванов Г.Н.,ИТМО,доцент,к.н.
Кузнецов Б.В.,ФМиЕН,ассистент,д.н.
Морозов К.М.,ФИТ,ассистент,
Морозов Б.В.,ФФ,профессор,
Смирнов Ж.Р.,ФМиЕН,доцент,
Алексеев Г.Н.,ФРТ,,к.н.
Лебедев В.И.,ФПМИ,доцент,к.н.
Егоров Е.П.,ФИВТ,,к.н.
Волков Л.О.,ФИВТ,профессор,к.н.
Семенов К.М.,ФЭТ,ассистент,к.н.
Козлов Ж.Р.,ФИТ,,
Лебедев К.М.,ФЭТ,профессор,к.н.
Соколов Е.П.,ФПМИ,ассистент,к.н.
Алексеев Г.Н.,ИТМО,ассистент,
Лебедев Д.С.,ФИТ,профессор,д.н.
Соколов Л.О.,ФУПМ,доцент,д.н.
Козлов И.К.,ФРТ,,к.н.
Алексеев Д.С.,ФИВТ,ассистент,д.н.
Козлов Е.П.,ИТМО,ассистент,
Лебедева Е.П.,ФИТ,доцент,к.н.
Смирнов Е.П.,ФМиЕН,ассистент,к.н.
Егоров Л.О.,ФМиЕН,,д.н.
Новиков Ж.Р.,ФЭТ,доцент,
Петров Б.В.,ИТМО,доцент,д.н.
Егоров И.К.,ИТМО,доцент,
Егоров Е.П.,ФУПМ,,к.н.
Лебедев Л.О.,ФМиЕН,профессор,д.н.
Лебедева М.Ю.,ИТМО,ассистент,д.н.
Козлов В.И.,ФИТ,профессор,
Лебедев М.Ю.,ФЭТ,профессор,д.н.
Семенов К.М.,ФМиМ,доцент,д.н.
Смирнов Г.Н.,ФПМИ,доцент,
Семенов К.М.,ФИТ,ассистент,д.н.
Смирнов Е.П.,ИТМО,профессор,д.н.
Волков Л.О.,ФУПМ,ассистент,
Иванов Б.В.,ФИТ,профессор,д.н.
Петров Д.С.,ФУПМ,,
Смирнов М.Ю.,ФЭТ,,д.н.
Смирнов В.И.,ИТМО,доцент,
Петров Л.О.,ФРТ,ассистент,д.н.
Новиков З.Т.,ФИВТ,,д.н.
Козлов И.К.,ФИВТ,,
Соколов З.Т.,ФИВТ,доцент,
Новиков Б.В.,ФРТ,профессор,к.н.
Лебедев К.М.,ФИТ,,
Алексеев К.М.,ФИВТ,,к.н.
Сидоров З.Т.,ФМиЕН,ассистент,д.н.
Иванов Б.В.,ФИТ,,к.н.
Смирнов К.М.,ФФ,ассистент,к.н.
Морозов Л.О.,ФРТ,профессор,
Егоров К.М.,ФМиМ,,
Петров З.Т.,ФФ,,
Волков Ж.Р.,ФФ,ассистент,д.н.
Семенов Л.О.,ФИТ,профессор,д.н.
Попов Б.В.,ФПМИ,,д.н.
Смирнов М.Ю.,ФМиЕН,профессор,
Смирнов З.Т.,ФЭТ,профессор,к.н.
Алексеев М.Ю.,ФМиЕН,доцент,д.н.
Волков И.К.,ФРТ,доцент,
Смирнов В.И.,ФЭТ,доцент,
Козлов В.И.,ФМиМ,профессор,
Новиков З.Т.,ФЭТ,ассистент,
Смирнов З.Т.,ФРТ,профессор,д.н.
Семенов Б.В.,ФМиЕН,ассистент,
Соколов З.Т.,ИТМО,ассистент,к.н.
Смирнов И.К.,ФРТ,доцент,к.н.
Козлов Д.С.,ФФ,доцент,
Егоров М.Ю.,ФЭТ,ассистент,к.н.
Морозов Г.Н.,ФЭТ,,
Волков И.К.,ИТМО,доцент,
Егоров З.Т.,ФУПМ,профессор,
Волков И.К.,ФИВТ,профессор,к.н.
Новиков К.М.,ФФ,,д.н.
Козлов Г.Н.,ФЭТ,профессор,д.н.
Кузнецов З.Т.,ФУПМ,,
Петров Б.В.,ФМиЕН,доцент,д.н.
Попов Д.С.,ФИВТ,доцент,
Сидоров Б.В.,ФФ,ассистент,д.н.
Егоров Е.П.,ФУПМ,ассистент,к.н.
Алексеев И.К.,ФМиЕН,доцент,к.н.
Смирнов А.А.,ФМиЕН,,д.н.
Смирнов М.Ю.,ФФ,профессор,к.н.
Петров А.А.,ФФ,профессор,
Сидоров З.Т.,ФПМИ,,к.н.
Волков Ж.Р.,ФУПМ,доцент,
Иванов Д.С.,ФФ,,к.н.
Алексеев Е.П.,ФИТ,профессор,
Егоров В.И.,ФУПМ,ассистент,д.н.
Кузнецов Г.Н.,ФЭТ,доцент,
Лебедев Л.О.,ФМиМ,доцент,к.н.
Кузнецов Е.П.,ФЭТ,профессор,к.н.
Лебедева Е.П.,ФМиМ,профессор,
Морозов М.Ю.,ФФ,ассистент,д.н.
Иванов Ж.Р.,ФРТ,профессор,д.н.
Кузнецов А.А.,ФМиМ,доцент,
Егоров Д.С.,ФЭТ,ассистент,д.н.
Лебедева К.М.,ФРТ,ассистент,д.н.
Петров Б.В.,ФПМИ,доцент,д.н.
Петров В.И.,ИТМО,ассистент,д.н.
Иванов А.А.,ФУПМ,ассистент,д.н.
Морозов Е.П.,ФПМИ,профессор,
Лебедев В.И.,ИТМО,профессор,д.н.
Алексеев В.И.,ФРТ,ассистент,
Кузнецов Б.В.,ФРТ,,к.н.
Попов Б.В.,ФРТ,доцент,
Лебедева Г.Н.,ФМиМ,профессор,к.н.
Иванов Б.В.,ФРТ,профессор,д.н.
Смирнов Б.В.,ФМиЕН,доцент,к.н.
Алексеев В.И.,ФИТ,ассистент,к.н.
Кузнецов В.И.,ФФ,,
Морозов Б.В.,ФФ,ассистент,к.н.
Петров Б.В.,ИТМО,профессор,д.н.
Лебедева М.Ю.,ФМиЕН,профессор,
Петров Б.В.,ФПМИ,,к.н.
Егоров Ж.Р.,ФИТ,доцент,
Соколов В.И.,ФИТ,доцент,
Лебедева Б.В.,ФУПМ,ассистент,д.н.
Смирнов И.К.,ФПМИ,профессор,к.н.
Козлов В.И.,ФМиЕН,,к.н.
Егоров Е.П.,ФИТ,,к.н.
Лебедева Л.О.,ФРТ,ассистент,д.н.
Лебедев Л.О.,ФЭТ,профессор,к.н.
Иванов З.Т.,ФЭТ,,
Иванов И.К.,ФПМИ,,д.н.
Семенов А.А.,ФРТ,,д.н.
Лебедева И.К.,ИТМО,,д.н.
Соколов А.А.,ФПМИ,доцент,д.н.
Сидоров В.И.,ФИТ,доцент,д.н.
Соколов З.Т.,ФМиЕН,доцент,к.н.
Сидоров М.Ю.,ИТМО,ассистент,
Лебедев И.К.,ФМиЕН,профессор,
Лебедева К.М.,ФМиМ,профессор,
Смирнов Е.П.,ФИВТ,,д.н.
Семенов Ж.Р.,ФФ,профессор,
Петров Д.С.,ФФ,,к.н.
Лебедева К.М.,ФРТ,профессор,
Козлов Б.В.,ФМиМ,ассистент,
Иванов Л.О.,ФМиМ,доцент,д.н.
Смирнов Б.В.,ФРТ,,к.н.
Смирнов В.И.,ИТМО,ассистент,д.н.
Иванов К.М.,ФРТ,,к.н.
Алексеев Л.О.,ФМиМ,доцент,
Попов Л.О.,ФФ,доцент,
Лебедев М.Ю.,ФРТ,,д.н.
Смирнов В.И.,ФФ,,
Кузнецов В.И.,ФУПМ,ассистент,к.н.
Волков Л.О.,ИТМО,,к.н.
Иванов И.К.,ФРТ,ассистент,к.н.
Новиков И.К.,ФИВТ,ассистент,к.н.
Петров З.Т.,ФЭТ,,д.н.
Семенов М.Ю.,ИТМО,ассистент,
Козлов В.И.,ИТМО,,д.н.
Петров В.И.,ФЭТ,,к.н.
Лебедев В.И.,ФПМИ,профессор,
Соколов Б.В.,ФМиМ,ассистент,
Попов Б.В.,ФУПМ,ассистент,к.н.
Волков А.А.,ИТМО,ассистент,
Лебедева А.А.,ФЭТ,,
Новиков Л.О.,ФПМИ,профессор,
Смирнов З.Т.,ФЭТ,доцент,к.н.
Кузнецов И.К.,ФИТ,,д.н.
Смирнов Л.О.,ФУПМ,ассистент,к.н.
Лебедев М.Ю.,ФУПМ,ассистент,д.н.
Волков Л.О.,ФРТ,ассистент,к.н.
Лебедев Л.О.,ИТМО,ассистент,к.н.
Соколов Д.С.,ФУПМ,профессор,
Козлов Д.С.,ФФ,ассистент,
Кузнецов В.И.,ФУПМ,ассистент,д.н.
Иванов А.А.,ФЭТ,ассистент,д.н.
Сидоров К.М.,ФУПМ,ассистент,д.н.
Волков Г.Н.,ФУПМ,,к.н.
Егоров Б.В.,ФМиЕН,доцент,д.н.
Козлов Л.О.,ФФ,доцент,д.н.
Смирнов Б.В.,ФИТ,профессор,к.н.
Иванов Ж.Р.,ФМиЕН,профессор,
Иванов Ж.Р.,ФИВТ,доцент,д.н.
Соколов И.К.,ФЭТ,профессор,д.н.
Лебедев Е.П.,ФПМИ,ассистент,д.н.
Егоров Д.С.,ФИВТ,ассистент,к.н.
Попов Л.О.,ИТМО,профессор,
Иванов Ж.Р.,ФМиЕН,доцент,д.н.
Попов И.К.,ФРТ,ассистент,
Соколов А.А.,ФФ,профессор,
Соколов Б.В.,ФРТ,,д.н.
Морозов Ж.Р.,ФРТ,профессор,
Волков М.Ю.,ФМиЕН,,д.н.
Семенов Ж.Р.,ФМиМ,профессор,д.н.
Петров Г.Н.,ФФ,профессор,к.н.
Егоров Д.С.,ФУПМ,профессор,д.н.
Сидоров Г.Н.,ФМиЕН,профессор,
Морозов Е.П.,ФИТ,ассистент,д.н.
Сидоров В.И.,ФФ,доцент,к.н.
Семенов Г.Н.,ИТМО,доцент,
Иванов Л.О.,ФЭТ,профессор,к.н.
Петров М.Ю.,ФМиМ,доцент,
Морозов К.М.,ИТМО,профессор,д.н.
Новиков З.Т.,ФМиЕН,профессор,
Кузнецов З.Т.,ФРТ,профессор,
Волков З.Т.,ФУПМ,профессор,к.н.
Козлов Л.О.,ФМиЕН,,д.н.
Сидоров А.А.,ФМиЕН,профессор,д.н.
Егоров Б.В.,ФЭТ,ассистент,д.н.
Лебедев Д.С.,ФИТ,доцент,д.н.
Семенов Д.С.,ФИТ,профессор,д.н.
Попов А.А.,ФПМИ,доцент,к.н.
Лебедева Д.С.,ФИВТ,,к.н.
Кузнецов И.К.,ФИТ,,
Попов З.Т.,ФИТ,доцент,к.н.
Алексеев Д.С.,ИТМО,доцент,
Козлов В.И.,ФУПМ,ассистент,д.н.
Семенов В.И.,ИТМО,,к.н.
Семенов Д.С.,ФУПМ,доцент,д.н.
Морозов Г.Н.,ИТМО,ассистент,к.н.
Лебедев Ж.Р.,ФРТ,доцент,
Соколов А.А.,ФМиЕН,профессор,д.н.
Егоров Д.С.,ИТМО,доцент,к.н.
Козлов И.К.,ФМиМ,профессор,к.н.
Соколов Д.С.,ФФ,доцент,
Сидоров Г.Н.,ИТМО,профессор,д.н.
Иванов Г.Н.,ФУПМ,,к.н.
Егоров З.Т.,ФФ,профессор,
Новиков А.А.,ФРТ,профессор,д.н.
Сидоров Б.В.,ФМиЕН,,д.н.
Семенов Л.О.,ФФ,доцент,к.н.
Лебедев Л.О.,ФИТ,профессор,д.н.
Смирнов З.Т.,ФФ,,к.н.
Новиков Г.Н.,ФМиМ,доцент,к.н.
Егоров Л.О.,ФИВТ,доцент,
Попов Г.Н.,ФИТ,профессор,к.н.
Лебедев Д.С.,ФРТ,ассистент,д.н.
Иванов Б.В.,ФИВТ,профессор,
Попов Л.О.,ФМиЕН,,
Иванов Л.О.,ФПМИ,доцент,
Алексеев К.М.,ФМиМ,ассистент,д.н.
Попов В.И.,ФИВТ,доцент,д.н.
Алексеев А.А.,ФРТ,профессор,д.н.
Новиков Д.С.,ФИТ,ассистент,
Волков К.М.,ФИВТ,ассистент,д.н.
Лебедева Б.В.,ФЭТ,,д.н.
Семенов З.Т.,ФУПМ,,к.н.
Лебедев Б.В.,ФПМИ,профессор,к.н.
Попов К.М.,ФУПМ,,к.н.
Морозов К.М.,ИТМО,ассистент,к.н.
Сидоров Ж.Р.,ФПМИ,профессор,к.н.
Иванов Ж.Р.,ФМиЕН,доцент,к.н.
Новиков А.А.,ФПМИ,ассистент,д.н.
Алексеев З.Т.,ФРТ,ассистент,д.н.
Морозов А.А.,ФМиМ,доцент,к.н.
Волков К.М.,ФРТ,ассистент,д.н.
Новиков А.А.,ИТМО,профессор,д.н.
Лебедева Л.О.,ФИТ,ассистент,д.н.
Морозов Ж.Р.,ФИВТ,доцент,д.н.
Кузнецов М.Ю.,ФУПМ,ассистент,
Петров Ж.Р.,ФРТ,профессор,к.н.
Кузнецов Д.С.,ФМиЕН,профессор,
Попов М.Ю.,ФМиМ,профессор,
Семенов Б.В.,ФУПМ,,
Иванов Б.В.,ФМиЕН,ассистент,
Кузнецов Е.П.,ФУПМ,ассистент,к.н.
Новиков А.А.,ФПМИ,ассистент,д.н.
Новиков В.И.,ФИТ,ассистент,к.н.
Лебедева В.И.,ФИТ,ассистент,
Петров И.К.,ФМиМ,ассистент,д.н.
Иванов М.Ю.,ИТМО,ассистент,к.н.
Соколов К.М.,ФМиМ,доцент,к.н.
Соколов Г.Н.,ФПМИ,доцент,д.н.
Лебедева М.Ю.,ФИТ,,д.н.
Козлов А.А.,ФМиЕН,доцент,к.н.
Попов Л.О.,ФИТ,профессор,к.н.
Иванов Л.О.,ФУПМ,доцент,к.н.
Кузнецов З.Т.,ФРТ,профессор,
Соколов К.М.,ФМиЕН,ассистент,к.н.
Петров Л.О.,ФМиЕН,ассистент,к.н.
Смирнов Л.О.,ФМиМ,доцент,д.н.
Лебедев Е.П.,ФРТ,профессор,к.н.
Петров К.М.,ФИТ,ассистент,к.н.
Иванов В.И.,ФМиМ,,к.н.
Алексеев А.А.,ФМиМ,ассистент,к.н.
Алексеев И.К.,ФПМИ,ассистент,д.н.
Иванов Д.С.,ФИТ,доцент,
Лебедева З.Т.,ФИВТ,профессор,к.н.
Козлов Л.О.,ФМиЕН,доцент,к.н.
Соколов Д.С.,ФУПМ,,д.н.
Семенов А.А.,ИТМО,профессор,
Лебедева Г.Н.,ФУПМ,профессор,к.н.
Кузнецов В.И.,ФПМИ,,
Попов Е.П.,ФФ,профессор,к.н.
Егоров Ж.Р.,ФИТ,ассистент,
Новиков Б.В.,ФИВТ,,д.н.
Соколов Л.О.,ФМиМ,,к.н.
Егоров Е.П.,ИТМО,доцент,к.н.
Новиков М.Ю.,ФПМИ,доцент,к.н.
Иванов З.Т.,ФФ,,к.н.
Лебедева Л.О.,ФУПМ,ассистент,д.н.
Иванов К.М.,ФИТ,ассистент,д.н.
Лебедев И.К.,ИТМО,профессор,к.н.
Семенов Ж.Р.,ФПМИ,профессор,к.н.
Соколов Б.В.,ФЭТ,профессор,к.н.
Козлов К.М.,ФУПМ,профессор,к.н.
Смирнов Д.С.,ФЭТ,профессор,к.н.
Алексеев И.К.,ФМиЕН,доцент,к.н.
Морозов В.И.,ФМиЕН,доцент,
Кузнецов А.А.,ФМиМ,ассистент,д.н.
Новиков И.К.,ФМиМ,,
Семенов Ж.Р.,ФФ,,д.н.
Петров К.М.,ФМиМ,доцент,
Козлов З.Т.,ФИТ,ассистент,д.н.
Сидоров Е.П.,ФФ,,к.н.
Алексеев Ж.Р.,ФФ,ассистент,к.н.
Семенов Г.Н.,ФМиМ,доцент,
Алексеев В.И.,ФЭТ,ассистент,д.н.
Соколов И.К.,ФИВТ,,к.н.
Петров Д.С.,ФИВТ,ассистент,д.н.
Морозов Б.В.,ФЭТ,,
Соколов И.К.,ФРТ,профессор,к.н.
Козлов Г.Н.,ФИТ,профессор,к.н.
Морозов Г.Н.,ФРТ,доцент,к.н.
Козлов И.К.,ИТМО,ассистент,к.н.
Попов З.Т.,ФМиМ,,д.н.
Лебедева З.Т.,ФЭТ,,д.н.
Петров З.Т.,ФРТ,профессор,д.н.
Новиков В.И.,ФМиЕН,,
Морозов Ж.Р.,ФЭТ,профессор,к.н.
Попов В.И.,ИТМО,,д.н.
Петров Б.В.,ФФ,доцент,к.н.
Петров В.И.,ФЭТ,профессор,д.н.
Лебедева В.И.,ФЭТ,профессор,
Морозов З.Т.,ФИТ,ассистент,д.н.
Иванов В.И.,ФИВТ,доцент,
Егоров Е.П.,ФМиЕН,профессор,д.н.
Попов К.М.,ИТМО,профессор,д.н.
Алексеев Б.В.,ФРТ,,
Козлов Б.В.,ФРТ,,
Алексеев В.И.,ФПМИ,ассистент,к.н.
Морозов Г.Н.,ФИТ,профессор,к.н.
Соколов К.М.,ФЭТ,доцент,д.н.
Сидоров А.А.,ФЭТ,профессор,
Алексеев Ж.Р.,ФМиЕН,ассистент,д.н.
Петров А.А.,ФМиМ,профессор,д.н.
Новиков Л.О.,ФУПМ,доцент,к.н.
Попов Г.Н.,ИТМО,,д.н.
Алексеев В.И.,ФИВТ,доцент,к.н.
Лебедев Ж.Р.,ФФ,профессор,д.н.
Лебедева Л.О.,ФИТ,профессор,к.н.
Морозов В.И.,ФИТ,,
Соколов К.М.,ФИТ,ассистент,к.н.
Алексеев З.Т.,ФИВТ,,д.н.
Козлов В.И.,ФЭТ,доцент,к.н.
Иванов Е.П.,ФЭТ,профессор,д.н.
Козлов Е.П.,ФРТ,ассистент,к.н.
Егоров З.Т.,ФЭТ,доцент,к.н.
Лебедев К.М.,ФПМИ,,к.н.
