fio,faculty,title,degree
Кузнецов К.М.,ФПМИ,ассистент,к.н.
Сидоров К.М.,ФЭТ,профессор,к.н.
Морозов Е.П.,ИТМО,профессор,к.н.
Козлов В.И.,ФПМИ,доцент,д.н.
Новиков Л.О.,ФМиЕН,профессор,к.н.
Смирнов Г.Н.,ФУПМ,доцент,
Лебедева М.Ю.,ФРТ,доцент,к.н.
Новиков Б.В.,ФИВТ,,
Сидоров Е.П.,ФУПМ,,
Попов М.Ю.,ИТМО,профессор,д.н.
Лебедева А.А.,ФУПМ,профессор,к.н.
Егоров Д.С.,ФРТ,,к.н.
Лебедев А.А.,ФМиМ,профессор,
Морозов Д.С.,ФМиМ,доцент,к.н.
Смирнов А.А.,ФРТ,,
Лебедева М.Ю.,ФРТ,доцент,
Кузнецов И.К.,ИТМО,,к.н.
Волков А.А.,ФФ,доцент,д.н.
Семенов Б.В.,ФРТ,ассистент,д.н.
Волков Е.П.,ФМиЕН,доцент,д.н.
Лебедев Ж.Р.,ФМиЕН,доцент,к.н.
Егоров Е.П.,ФМиЕН,ассистент,д.н.
Смирнов А.А.,ФЭТ,,к.н.
Попов Ж.Р.,ФЭТ,,к.н.
Кузнецов К.М.,ФМиМ,доцент,
Волков З.Т.,ФФ,профессор,д.н.
Семенов З.Т.,ФФ,,к.н.
Семенов З.Т.,ФИВТ,,
Козлов Ж.Р.,ФЭТ,,д.н.
Смирнов Б.В.,ФПМИ,профессор,д.н.
Волков А.А.,ФФ,ассистент,д.н.
Лебедева Б.В.,ФМиМ,ассистент,
Сидоров Ж.Р.,ФИТ,,д.н.
Семенов И.К.,ИТМО,ассистент,к.н.
Соколов Е.П.,ФФ,ассистент,к.н.
Сидоров К.М.,ФМиМ,доцент,д.н.
Смирнов Б.В.,ФУПМ,ассистент,д.н.
Лебедев Ж.Р.,ФМиЕН,доцент,к.н.
Лебедева Б.В.,ФМиМ,ассистент,
Кузнецов И.К.,ФМиЕН,доцент,
Лебедева В.И.,ФМиМ,доцент,
Сидоров Ж.Р.,ФПМИ,профессор,
Волков З.Т.,ИТМО,профессор,
Смирнов Е.П.,ФЭТ,,д.н.
Семенов Б.В.,ФФ,ассистент,д.н.
Лебедев В.И.,ФРТ,профессор,к.н.
Морозов Г.Н.,ФИТ,,к.н.
Егоров Е.П.,ФМиМ,доцент,д.н.
Попов Б.В.,ИТМО,профессор,д.н.
Иванов К.М.,ФЭТ,ассистент,
Соколов М.Ю.,ФМиМ,доцент,к.н.
Егоров К.М.,ФРТ,ассистент,
Морозов А.А.,ФИТ,доцент,
Сидоров А.А.,ФПМИ,,к.н.
Кузнецов М.Ю.,ФРТ,,
Морозов Ж.Р.,ФУПМ,ассистент,к.н.
Козлов К.М.,ФРТ,,
Попов М.Ю.,ФФ,доцент,к.н.
Новиков Д.С.,ФРТ,профессор,к.н.
Иванов В.И.,ФИВТ,ассистент,
Соколов З.Т.,ФИТ,,к.н.
Алексеев Л.О.,ФМиМ,,
Морозов Д.С.,ФПМИ,профессор,
Новиков И.К.,ФПМИ,профессор,к.н.
Петров Б.В.,ФФ,ассистент,
Смирнов М.Ю.,ИТМО,ассистент,к.н.
Соколов М.Ю.,ФФ,,
Кузнецов И.К.,ФУПМ,доцент,д.н.
Алексеев И.К.,ФИТ,доцент,
Петров К.М.,ФИВТ,доцент,к.н.
Кузнецов И.К.,ФПМИ,ассистент,к.н.
Новиков Г.Н.,ФИТ,ассистент,д.н.
Смирнов А.А.,ФЭТ,,к.н.
Козлов К.М.,ФУПМ,доцент,к.н.
Новиков М.Ю.,ФМиЕН,,
Алексеев И.К.,ФУПМ,ассистент,д.н.
Лебедев К.М.,ФМиЕН,профессор,д.н.
Иванов А.А.,ФФ,ассистент,к.н.
Морозов Б.В.,ФУПМ,профессор,
Лебедева В.И.,ФМиМ,,к.н.
Лебедева К.М.,ФИТ,профессор,
Иванов Б.В.,ФПМИ,профессор,к.н.
Алексеев А.А.,ФФ,профессор,д.н.
Соколов Ж.Р.,ФФ,доцент,
Козлов А.А.,ФМиЕН,доцент,к.н.
Волков Е.П.,ИТМО,ассистент,д.н.
Семенов З.Т.,ФЭТ,,к.н.
Сидоров Б.В.,ФМиЕН,ассистент,к.н.
Козлов В.И.,ФМиМ,,
Егоров Л.О.,ФФ,профессор,к.н.
Новиков В.И.,ФФ,профессор,д.н.
Иванов М.Ю.,ФУПМ,доцент,д.н.
Смирнов З.Т.,ФФ,,
Попов Г.Н.,ФУПМ,,
Семенов Д.С.,ФЭТ,,к.н.
Смирнов Л.О.,ИТМО,профессор,
Егоров Е.П.,ФИТ,профессор,д.н.
Попов А.А.,ФИТ,профессор,
Сидоров Б.В.,ФМиЕН,,д.н.
Кузнецов Б.В.,ФИТ,профессор,д.н.
Иванов И.К.,ФЭТ,доцент,к.н.
Новиков Е.П.,ФЭТ,ассистент,д.н.
Попов А.А.,ФИВТ,ассистент,
Козлов М.Ю.,ФИТ,доцент,к.н.
Попов Л.О.,ФМиЕН,,д.н.
Иванов Г.Н.,ФРТ,ассистент,
Козлов З.Т.,ФИВТ,ассистент,
Козлов Г.Н.,ФПМИ,,к.н.
Иванов Е.П.,ФФ,профессор,д.н.
Егоров Ж.Р.,ФПМИ,профессор,
Соколов И.К.,ИТМО,доцент,
Лебедева И.К.,ФПМИ,,д.н.
Лебедева Ж.Р.,ФМиЕН,,д.н.
Морозов И.К.,ФМиМ,,к.н.
Волков Д.С.,ФУПМ,профессор,д.н.
Иванов К.М.,ФПМИ,,
Кузнецов М.Ю.,ФЭТ,ассистент,
Козлов Д.С.,ФМиЕН,,
Смирнов Ж.Р.,ФРТ,профессор,
Иванов В.И.,ФУПМ,,
Алексеев Б.В.,ИТМО,,д.н.
Кузнецов З.Т.,ФЭТ,ассистент,д.н.
Кузнецов И.К.,ФМиЕН,,
Алексеев М.Ю.,ФИТ,доцент,д.н.
Попов А.А.,ФУПМ,профессор,к.н.
Смирнов И.К.,ФМиМ,,д.н.
Петров М.Ю.,ФМиМ,ассистент,
Кузнецов Г.Н.,ФФ,доцент,к.н.
Сидоров К.М.,ФМиЕН,профессор,к.н.
Новиков Д.С.,ФЭТ,,д.н.
Соколов А.А.,ФМиЕН,ассистент,д.н.
Лебедева К.М.,ФИВТ,ассистент,к.н.
Смирнов В.И.,ФПМИ,,
Петров Д.С.,ФРТ,,
Семенов И.К.,ИТМО,ассистент,д.н.
Новиков А.А.,ФУПМ,профессор,к.н.
Соколов Б.В.,ФМиМ,,д.н.
Волков И.К.,ФРТ,ассистент,д.н.
Новиков А.А.,ФМиМ,,к.н.
Новиков Ж.Р.,ФЭТ,,
Новиков К.М.,ФИВТ,профессор,д.н.
Лебедева И.К.,ФМиЕН,профессор,к.н.
Волков Л.О.,ФИВТ,ассистент,к.н.
Морозов И.К.,ФРТ,ассистент,
Лебедев Б.В.,ФИТ,ассистент,
Сидоров Б.В.,ФПМИ,ассистент,к.н.
Попов Д.С.,ФИВТ,профессор,к.н.
Иванов И.К.,ФРТ,,
Лебедева Е.П.,ФМиЕН,профессор,
Смирнов Ж.Р.,ФМиМ,доцент,к.н.
Алексеев Б.В.,ФРТ,профессор,
Сидоров В.И.,ФМиЕН,профессор,д.н.
Сидоров Ж.Р.,ФИВТ,профессор,
Кузнецов М.Ю.,ФУПМ,,к.н.
Петров Д.С.,ИТМО,,д.н.
Волков И.К.,ФРТ,,
Петров К.М.,ИТМО,профессор,к.н.
Петров М.Ю.,ФИТ,доцент,
Алексеев Б.В.,ФФ,профессор,д.н.
Соколов З.Т.,ФИВТ,ассистент,к.н.
Морозов Л.О.,ФИТ,,
Иванов Ж.Р.,ФРТ,доцент,д.н.
Лебедев Б.В.,ФФ,доцент,
Егоров И.К.,ФФ,доцент,к.н.
Алексеев Г.Н.,ФИВТ,ассистент,
Петров Г.Н.,ФМиМ,ассистент,к.н.
Иванов К.М.,ФИВТ,ассистент,д.н.
Козлов Б.В.,ИТМО,доцент,
Лебедев Б.В.,ИТМО,ассистент,
Петров Ж.Р.,ФУПМ,доцент,
Лебедева Е.П.,ФМиЕН,профессор,д.н.
Козлов К.М.,ФПМИ,,к.н.
Смирнов Д.С.,ФМиЕН,ассистент,д.н.
Алексеев В.И.,ФПМИ,доцент,к.н.
Соколов К.М.,ФИВТ,ассистент,
Соколов А.А.,ИТМО,ассистент,д.н.
Петров К.М.,ФПМИ,профессор,д.н.
Козлов Б.В.,ФУПМ,,д.н.
Лебедева Д.С.,ФИВТ,доцент,к.н.
Лебедев Ж.Р.,ФУПМ,ассистент,
Новиков К.М.,ФПМИ,,к.н.
Алексеев А.А.,ФРТ,,к.н.
Соколов Д.С.,ФИТ,,д.н.
Лебедев К.М.,ФРТ,доцент,д.н.
Сидоров Л.О.,ФЭТ,ассистент,д.н.
Лебедева А.А.,ФПМИ,ассистент,к.н.
Сидоров Е.П.,ФУПМ,профессор,к.н.
Алексеев М.Ю.,ФЭТ,доцент,к.н.
Алексеев А.А.,ФИВТ,доцент,
Попов З.Т.,ФРТ,профессор,к.н.
Попов Л.О.,ФИТ,,д.н.
Морозов В.И.,ФИВТ,профессор,
Алексеев Г.Н.,ФМиМ,,д.н.
Смирнов Е.П.,ФУПМ,доцент,
Алексеев Г.Н.,ФИВТ,,
Кузнецов В.И.,ФИТ,,к.н.
Егоров А.А.,ФИВТ,доцент,д.н.
Семенов И.К.,ФПМИ,доцент,к.н.
Новиков И.К.,ФРТ,ассистент,к.н.
Попов К.М.,ФПМИ,профессор,
Волков Е.П.,ФМиМ,доцент,
Соколов А.А.,ФПМИ,ассистент,д.н.
Попов Д.С.,ФРТ,,к.н.
Алексеев Б.В.,ФИТ,профессор,
Семенов М.Ю.,ФФ,профессор,д.н.
Кузнецов З.Т.,ИТМО,,д.н.
Соколов М.Ю.,ФПМИ,доцент,
Алексеев В.И.,ИТМО,ассистент,д.н.
Алексеев А.А.,ИТМО,ассистент,д.н.
Сидоров Ж.Р.,ФИВТ,,к.н.
Алексеев К.М.,ФЭТ,ассистент,д.н.
Лебедев Е.П.,ФФ,,к.н.
Петров Б.В.,ФМиЕН,,д.н.
Козлов Б.В.,ФУПМ,ассистент,
Егоров В.И.,ФРТ,доцент,к.н.
Новиков Ж.Р.,ФИВТ,профессор,
Соколов Б.В.,ФМиМ,,
Лебедев М.Ю.,ФЭТ,доцент,
Попов М.Ю.,ФПМИ,доцент,д.н.
Смирнов В.И.,ФУПМ,,д.н.
Морозов Л.О.,ФИТ,доцент,д.н.
Козлов Г.Н.,ФМиЕН,ассистент,
Лебедев Ж.Р.,ИТМО,профессор,
Новиков Ж.Р.,ФЭТ,,д.н.
Смирнов Б.В.,ИТМО,ассистент,
Кузнецов И.К.,ФИТ,профессор,д.н.
Козлов Ж.Р.,ФИВТ,доцент,д.н.
Алексеев З.Т.,ФИВТ,доцент,
Сидоров Л.О.,ФПМИ,доцент,д.н.
Лебедева К.М.,ФМиЕН,профессор,к.н.
Петров Г.Н.,ИТМО,ассистент,
Лебедева А.А.,ФРТ,,
Козлов Л.О.,ФМиМ,профессор,к.н.
Петров З.Т.,ФПМИ,ассистент,д.н.
Сидоров З.Т.,ФМиМ,ассистент,
Алексеев Ж.Р.,ФМиМ,,д.н.
Лебедев Ж.Р.,ИТМО,профессор,к.н.
Семенов М.Ю.,ФФ,,
Петров К.М.,ФМиЕН,,д.н.
Сидоров З.Т.,ФРТ,доцент,
Лебедева И.К.,ФФ,,
Лебедева А.А.,ФРТ,профессор,к.н.
Новиков И.К.,ФРТ,ассистент,к.н.
Попов Г.Н.,ФРТ,ассистент,д.н.
Петров В.И.,ФИТ,,д.н.
Соколов З.Т.,ФПМИ,доцент,д.н.
Алексеев Г.Н.,ФПМИ,,
Егоров М.Ю.,ФРТ,,д.н.
Лебедев Б.В.,ФМиМ,,к.н.
Лебедева Г.Н.,ИТМО,доцент,к.н.
Соколов И.К.,ФМиМ,доцент,
Козлов М.Ю.,ФРТ,профессор,к.н.
Петров Б.В.,ФУПМ,профессор,д.н.
Морозов Г.Н.,ИТМО,ассистент,д.н.
Смирнов А.А.,ФЭТ,,д.н.
Волков Ж.Р.,ФФ,доцент,к.н.
Волков В.И.,ФПМИ,ассистент,д.н.
Попов В.И.,ФМиМ,профессор,к.н.
Иванов В.И.,ФИВТ,профессор,д.н.
Смирнов И.К.,ФРТ,ассистент,к.н.
Новиков В.И.,ФИТ,профессор,
Козлов Д.С.,ИТМО,ассистент,
Петров В.И.,ФЭТ,,д.н.
Кузнецов Л.О.,ФМиЕН,,д.н.
Морозов М.Ю.,ФУПМ,,
Иванов А.А.,ФИТ,доцент,к.н.
Иванов Л.О.,ФМиЕН,доцент,д.н.
Новиков А.А.,ФМиМ,профессор,д.н.
Сидоров Е.П.,ФРТ,доцент,к.н.
Сидоров Г.Н.,ФМиМ,доцент,к.н.
Егоров А.А.,ФМиЕН,доцент,д.н.
Смирнов А.А.,ФИВТ,доцент,д.н.
Новиков Е.П.,ФРТ,,
Соколов А.А.,ФМиЕН,,к.н.
Волков Д.С.,ФЭТ,доцент,
Лебедева Д.С.,ФМиЕН,ассистент,д.н.
Смирнов Б.В.,ФУПМ,ассистент,
Алексеев Е.П.,ФЭТ,ассистент,к.н.
Волков Д.С.,ФИТ,доцент,
Алексеев А.А.,ФПМИ,,к.н.
Иванов Л.О.,ИТМО,,к.н.
Егоров И.К.,ФРТ,профессор,д.н.
Семенов Б.В.,ИТМО,доцент,д.н.
Егоров Л.О.,ФМиЕН,,к.н.
Семенов К.М.,ФЭТ,доцент,к.н.
Морозов Л.О.,ФИВТ,доцент,д.н.
Сидоров Ж.Р.,ФФ,доцент,к.н.
Морозов Л.О.,ФЭТ,доцент,
Кузнецов М.Ю.,ФИВТ,,
Лебедева З.Т.,ФРТ,,
Лебедева И.К.,ФИВТ,ассистент,д.н.
Козлов Г.Н.,ФИТ,доцент,к.н.
Лебедев З.Т.,ФИТ,доцент,к.н.
Петров Д.С.,ФИВТ,доцент,к.н.
Семенов И.К.,ФФ,,
Сидоров Е.П.,ФИВТ,доцент,д.н.
Иванов Л.О.,ФФ,профессор,
Сидоров М.Ю.,ФИВТ,ассистент,
Алексеев К.М.,ФИВТ,доцент,
Сидоров Б.В.,ФИВТ,доцент,д.н.
Кузнецов Б.В.,ФМиЕН,,
Морозов К.М.,ФРТ,профессор,д.н.
Соколов И.К.,ФПМИ,доцент,к.н.
Иванов Л.О.,ФИТ,,
Попов Б.В.,ИТМО,профессор,
Сидоров И.К.,ФИТ,ассистент,
Попов Б.В.,ФИТ,,к.н.
Соколов Г.Н.,ФРТ,доцент,д.н.
Семенов И.К.,ФФ,доцент,к.н.
Сидоров М.Ю.,ФУПМ,,к.н.
Морозов В.И.,ФУПМ,доцент,
Попов Г.Н.,ИТМО,доцент,д.н.
Иванов З.Т.,ФФ,доцент,
Сидоров З.Т.,ИТМО,,
Алексеев Ж.Р.,ФИВТ,ассистент,к.н.
Егоров А.А.,ФФ,профессор,
Иванов Д.С.,ФЭТ,,
Соколов З.Т.,ФУПМ,ассистент,д.н.
Морозов Д.С.,ФИТ,профессор,
Лебедев Ж.Р.,ФМиЕН,доцент,
Кузнецов Д.С.,ФРТ,доцент,д.н.
Смирнов В.И.,ФЭТ,ассистент,д.н.
Кузнецов Ж.Р.,ФПМИ,доцент,д.н.
Кузнецов Д.С.,ФЭТ,доцент,д.н.
Козлов Г.Н.,ФПМИ,профессор,
