fio,faculty,title,degree
Лебедева Г.Н.,ФМиЕН,профессор,
Морозов М.Ю.,ФУПМ,ассистент,
Иванов Б.В.,ФУПМ,профессор,к.н.
Соколов Г.Н.,ФИВТ,доцент,д.н.
Новиков Е.П.,ФМиЕН,ассистент,
Соколов М.Ю.,ФЭТ,профессор,к.н.
Лебедев А.А.,ФМиМ,доцент,к.н.
Попов Ж.Р.,ФИТ,профессор,
Алексеев Г.Н.,ФЭТ,,к.н.
Козлов Л.О.,ФИВТ,ассистент,д.н.
Иванов Г.Н.,ФИВТ,профессор,д.н.
Морозов З.Т.,ФПМИ,профессор,к.н.
Егоров З.Т.,ФИТ,доцент,к.н.
Иванов Г.Н.,ФРТ,,д.н.
Лебедева Е.П.,ФУПМ,профессор,
Лебедев Г.Н.,ФУПМ,,
Лебедев Б.В.,ФЭТ,профессор,д.н.
Попов З.Т.,ФИВТ,ассистент,
Попов А.А.,ФУПМ,ассистент,д.н.
Козлов З.Т.,ФПМИ,ассистент,д.н.
Лебедева Д.С.,ФФ,профессор,
Козлов З.Т.,ФРТ,доцент,д.н.
Алексеев И.К.,ФИВТ,профессор,д.н.
Лебедев Е.П.,ФЭТ,доцент,
Волков Е.П.,ФМиМ,,д.н.
Морозов В.И.,ИТМО,профессор,к.н.
Иванов К.М.,ФИТ,ассистент,
Волков З.Т.,ФРТ,ассистент,к.н.
Соколов Г.Н.,ИТМО,профессор,д.н.
Петров Ж.Р.,ИТМО,доцент,
Смирнов Д.С.,ФФ,ассистент,
Сидоров И.К.,ФИВТ,доцент,к.н.
Соколов М.Ю.,ФЭТ,доцент,д.н.
Волков З.Т.,ФФ,ассистент,
Петров Б.В.,ФМиЕН,профессор,к.н.
Козлов К.М.,ФМиМ,профессор,к.н.
Попов Д.С.,ФМиМ,доцент,к.н.
Алексеев К.М.,ФУПМ,,д.н.
Соколов З.Т.,ФИТ,ассистент,д.н.
Морозов Б.В.,ФМиЕН,ассистент,к.н.
Соколов Г.Н.,ФМиМ,профессор,
Лебедева З.Т.,ФПМИ,,д.н.
Кузнецов Б.В.,ФМиМ,ассистент,
Петров К.М.,ФУПМ,,д.н.
Семенов М.Ю.,ФМиЕН,,д.н.
Семенов А.А.,ФФ,профессор,
Новиков И.К.,ФУПМ,ассистент,д.н.
Новиков А.А.,ФМиЕН,,к.н.
Егоров К.М.,ФИТ,профессор,д.н.
Петров З.Т.,ФЭТ,доцент,к.н.
Смирнов К.М.,ФМиМ,профессор,
Новиков В.И.,ФФ,доцент,д.н.
Новиков Г.Н.,ФМиЕН,профессор,д.н.
Алексеев Л.О.,ФФ,доцент,
Лебедев Г.Н.,ФРТ,доцент,д.н.
Козлов Б.В.,ФПМИ,профессор,д.н.
Кузнецов Е.П.,ФМиЕН,доцент,к.н.
Козлов З.Т.,ФФ,доцент,д.н.
Петров В.И.,ФМиЕН,,
Соколов М.Ю.,ФМиЕН,профессор,
Новиков Л.О.,ФЭТ,ассистент,к.н.
Козлов И.К.,ФМиЕН,профессор,
Смирнов А.А.,ФФ,,
Волков Ж.Р.,ФИВТ,,к.н.
Кузнецов М.Ю.,ФМиМ,ассистент,к.н.
Кузнецов И.К.,ФЭТ,,к.н.
Егоров Л.О.,ФФ,ассистент,к.н.
Соколов Ж.Р.,ФУПМ,профессор,к.н.
Алексеев Ж.Р.,ФРТ,профессор,д.н.
Иванов Г.Н.,ФИВТ,ассистент,
Смирнов И.К.,ФМиЕН,ассистент,
Сидоров Б.В.,ФПМИ,доцент,
Кузнецов З.Т.,ФИВТ,ассистент,д.н.
Морозов Ж.Р.,ФПМИ,профессор,
Новиков Е.П.,ФФ,профессор,к.н.
Волков Е.П.,ФМиЕН,профессор,
Семенов А.А.,ФРТ,ассистент,к.н.
Новиков Б.В.,ИТМО,ассистент,к.н.
Смирнов З.Т.,ФРТ,профессор,к.н.
Морозов Д.С.,ФИВТ,,
Лебедев И.К.,ФРТ,профессор,д.н.
Козлов М.Ю.,ФРТ,доцент,
Попов Д.С.,ФПМИ,доцент,к.н.
Морозов И.К.,ФИВТ,доцент,к.н.
Петров З.Т.,ФИТ,профессор,к.н.
Волков Д.С.,ФИТ,ассистент,к.н.
Алексеев М.Ю.,ФИТ,доцент,к.н.
Сидоров Д.С.,ФФ,ассистент,к.н.
Морозов Ж.Р.,ФМиЕН,доцент,д.н.
Сидоров В.И.,ФЭТ,профессор,д.н.
Лебедева З.Т.,ФИТ,доцент,д.н.
Алексеев Ж.Р.,ФПМИ,профессор,д.н.
Алексеев А.А.,ФИТ,профессор,
Лебедева Г.Н.,ФМиМ,профессор,
Козлов А.А.,ФЭТ,,д.н.
Алексеев Ж.Р.,ФРТ,профессор,
Егоров И.К.,ФМиМ,профессор,к.н.
Егоров В.И.,ФМиМ,,к.н.
Смирнов Г.Н.,ФЭТ,,к.н.
Морозов К.М.,ФФ,,д.н.
Петров В.И.,ФИТ,,к.н.
Лебедева А.А.,ФПМИ,доцент,д.н.
Сидоров В.И.,ФПМИ,профессор,
Лебедев К.М.,ФМиЕН,профессор,к.н.
Иванов К.М.,ФИВТ,доцент,д.н.
Петров Е.П.,ИТМО,профессор,к.н.
Петров М.Ю.,ИТМО,профессор,к.н.
Морозов Б.В.,ФРТ,профессор,
Соколов В.И.,ФМиМ,ассистент,к.н.
Семенов Г.Н.,ФМиМ,профессор,д.н.
Егоров В.И.,ФИТ,ассистент,
Сидоров Г.Н.,ФФ,,к.н.
Смирнов И.К.,ФИВТ,ассистент,д.н.
Смирнов Ж.Р.,ФЭТ,доцент,к.н.
Волков А.А.,ФИТ,доцент,к.н.
Смирнов Г.Н.,ФРТ,доцент,
Козлов К.М.,ФПМИ,,к.н.
Егоров Б.В.,ФМиМ,профессор,д.н.
Иванов Е.П.,ИТМО,профессор,д.н.
Семенов Б.В.,ФМиЕН,,д.н.
Козлов М.Ю.,ФФ,,к.н.
Кузнецов Ж.Р.,ФИТ,доцент,к.н.
Иванов И.К.,ФЭТ,доцент,д.н.
Лебедева Г.Н.,ФРТ,доцент,д.н.
Попов Л.О.,ФМиМ,доцент,
Семенов Б.В.,ФРТ,доцент,к.н.
Семенов К.М.,ФИТ,ассистент,д.н.
Лебедев З.Т.,ФИВТ,,к.н.
Иванов Л.О.,ФУПМ,,д.н.
Попов Д.С.,ФУПМ,доцент,д.н.
Смирнов Б.В.,ФИВТ,,д.н.
Иванов Г.Н.,ФМиМ,профессор,к.н.
Новиков А.А.,ФМиМ,профессор,
Соколов Г.Н.,ФМиЕН,,к.н.
Егоров А.А.,ИТМО,ассистент,
Петров А.А.,ФУПМ,доцент,к.н.
Иванов М.Ю.,ФФ,доцент,д.н.
Сидоров К.М.,ФМиМ,,
Волков А.А.,ИТМО,профессор,к.н.
Соколов И.К.,ФМиМ,профессор,д.н.
Волков М.Ю.,ФИТ,доцент,
Лебедев Е.П.,ФИТ,,
Сидоров З.Т.,ФМиЕН,,
Егоров Л.О.,ФПМИ,ассистент,к.н.
Иванов И.К.,ФЭТ,ассистент,д.н.
Кузнецов М.Ю.,ФРТ,ассистент,к.н.
Лебедев К.М.,ФПМИ,доцент,д.н.
Петров К.М.,ФИВТ,ассистент,к.н.
Петров И.К.,ФИТ,доцент,к.н.
Алексеев Д.С.,ФМиЕН,доцент,д.н.
Иванов З.Т.,ФРТ,,к.н.
Волков М.Ю.,ФРТ,ассистент,к.н.
Сидоров В.И.,ФМиМ,,к.н.
Лебедева Ж.Р.,ФИТ,,к.н.
Алексеев М.Ю.,ФМиМ,,д.н.
Лебедев Д.С.,ФМиМ,доцент,д.н.
Лебедев В.И.,ФРТ,доцент,
Иванов К.М.,ФМиМ,,к.н.
Лебедева Ж.Р.,ФМиМ,профессор,
Козлов Л.О.,ФМиЕН,ассистент,д.н.
Сидоров В.И.,ФУПМ,профессор,к.н.
Егоров К.М.,ФФ,профессор,к.н.
Смирнов Л.О.,ФМиМ,профессор,
Семенов Г.Н.,ФФ,ассистент,к.н.
Морозов Б.В.,ФМиЕН,доцент,к.н.
Петров Ж.Р.,ФПМИ,профессор,к.н.
Иванов Е.П.,ФМиЕН,ассистент,к.н.
Семенов М.Ю.,ИТМО,доцент,к.н.
Семенов Д.С.,ФПМИ,доцент,д.н.
Сидоров И.К.,ИТМО,ассистент,
Соколов В.И.,ФПМИ,профессор,
Иванов З.Т.,ФЭТ,доцент,
Козлов Л.О.,ФМиЕН,профессор,д.н.
Волков А.А.,ФФ,доцент,
Новиков Л.О.,ФИВТ,,
Смирнов Г.Н.,ФИВТ,доцент,д.н.
Иванов Б.В.,ФИВТ,доцент,к.н.
Новиков В.И.,ИТМО,профессор,д.н.
Семенов А.А.,ФЭТ,ассистент,д.н.
Лебедев К.М.,ФРТ,,
Морозов Г.Н.,ФУПМ,,к.н.
Иванов К.М.,ФРТ,ассистент,к.н.
Егоров Л.О.,ФУПМ,ассистент,
Сидоров К.М.,ФФ,ассистент,д.н.
Волков Г.Н.,ФРТ,профессор,к.н.
Соколов М.Ю.,ФРТ,доцент,д.н.
Соколов К.М.,ФУПМ,доцент,к.н.
Сидоров З.Т.,ФУПМ,доцент,
Лебедев И.К.,ФПМИ,,д.н.
Волков Б.В.,ИТМО,ассистент,к.н.
Попов И.К.,ФИТ,,
Петров З.Т.,ФЭТ,профессор,
Егоров Д.С.,ФФ,ассистент,к.н.
Лебедев Е.П.,ФИТ,доцент,
Иванов Б.В.,ФМиМ,ассистент,
Петров А.А.,ФРТ,ассистент,д.н.
Егоров Л.О.,ФФ,ассистент,
Семенов К.М.,ФЭТ,ассистент,к.н.
Лебедев Д.С.,ФРТ,ассистент,к.н.
Петров Д.С.,ФИТ,доцент,
Алексеев Л.О.,ФРТ,профессор,к.н.
Морозов Е.П.,ФИТ,профессор,
Смирнов Ж.Р.,ФМиМ,доцент,д.н.
Егоров Г.Н.,ФИТ,профессор,д.н.
Лебедев Л.О.,ФМиМ,ассистент,к.н.
Егоров Л.О.,ФМиМ,ассистент,к.н.
Алексеев А.А.,ФПМИ,доцент,
Егоров М.Ю.,ФПМИ,профессор,д.н.
Алексеев В.И.,ФИВТ,ассистент,к.н.
Кузнецов Б.В.,ФУПМ,ассистент,
Козлов Б.В.,ФМиЕН,,д.н.
Алексеев Г.Н.,ФИВТ,профессор,
Кузнецов И.К.,ФРТ,,
Иванов Е.П.,ФПМИ,,
Кузнецов З.Т.,ФФ,профессор,
Егоров К.М.,ФМиМ,,д.н.
Сидоров Г.Н.,ФРТ,доцент,д.н.
Козлов И.К.,ФИВТ,,
Петров А.А.,ФМиМ,,
Морозов Л.О.,ФПМИ,доцент,
Козлов Д.С.,ФПМИ,доцент,д.н.
Лебедева А.А.,ФПМИ,профессор,
Кузнецов Д.С.,ФРТ,ассистент,к.н.
Лебедева Л.О.,ФИТ,ассистент,д.н.
Попов М.Ю.,ИТМО,ассистент,
Семенов Д.С.,ФРТ,доцент,
Волков А.А.,ФПМИ,,д.н.
Иванов В.И.,ФПМИ,профессор,д.н.
Лебедев Д.С.,ФЭТ,профессор,д.н.
Семенов Ж.Р.,ФРТ,профессор,
Морозов М.Ю.,ИТМО,профессор,д.н.
Новиков Е.П.,ФФ,доцент,
Попов М.Ю.,ФМиЕН,профессор,д.н.
Соколов Б.В.,ФРТ,профессор,д.н.
Волков Б.В.,ФМиЕН,,
Волков М.Ю.,ИТМО,,
Попов А.А.,ИТМО,,к.н.
Кузнецов Е.П.,ФИТ,ассистент,
Соколов Д.С.,ФИВТ,,
Егоров З.Т.,ФУПМ,профессор,к.н.
Новиков К.М.,ФМиМ,,д.н.
Лебедева В.И.,ФФ,доцент,к.н.
Козлов Г.Н.,ФРТ,профессор,к.н.
Морозов В.И.,ФПМИ,профессор,
Лебедева З.Т.,ФЭТ,доцент,д.н.
Морозов М.Ю.,ФПМИ,доцент,
Новиков Д.С.,ФМиМ,доцент,д.н.
Новиков З.Т.,ИТМО,профессор,к.н.
Новиков И.К.,ФМиМ,,к.н.
Лебедева А.А.,ФИТ,профессор,
Лебедева И.К.,ФИВТ,,к.н.
Новиков И.К.,ФИТ,доцент,
Морозов М.Ю.,ФИТ,профессор,
Иванов В.И.,ФМиМ,,к.н.
Новиков Д.С.,ФФ,профессор,д.н.
Новиков И.К.,ФПМИ,доцент,д.н.
Петров Д.С.,ФУПМ,доцент,к.н.
Волков В.И.,ФРТ,ассистент,д.н.
Сидоров И.К.,ФРТ,ассистент,
Петров Л.О.,ФМиМ,доцент,к.н.
Кузнецов Д.С.,ФПМИ,ассистент,к.н.
Лебедева И.К.,ИТМО,доцент,
Козлов Б.В.,ФЭТ,ассистент,
Петров А.А.,ФИВТ,доцент,д.н.
Новиков И.К.,ФМиЕН,ассистент,д.н.
Петров И.К.,ФУПМ,,д.н.
Сидоров Е.П.,ФМиМ,ассистент,к.н.
Кузнецов Г.Н.,ФМиЕН,профессор,д.н.
Лебедева Л.О.,ФМиЕН,профессор,д.н.
Кузнецов Б.В.,ФЭТ,ассистент,д.н.
Сидоров Е.П.,ФФ,доцент,д.н.
Новиков Б.В.,ФРТ,,к.н.
Попов В.И.,ФУПМ,доцент,д.н.
Козлов И.К.,ФУПМ,доцент,
Лебедева Ж.Р.,ФРТ,доцент,
Морозов А.А.,ИТМО,ассистент,
Лебедева Д.С.,ФЭТ,,
Козлов Ж.Р.,ФМиЕН,профессор,к.н.
Петров Л.О.,ФИТ,,
Алексеев К.М.,ФИТ,ассистент,д.н.
Новиков Е.П.,ФФ,доцент,д.н.
Семенов Ж.Р.,ИТМО,доцент,
Лебедева Л.О.,ФЭТ,доцент,к.н.
Егоров Л.О.,ФПМИ,,д.н.
Семенов Б.В.,ФЭТ,доцент,
Козлов И.К.,ФПМИ,доцент,
Морозов М.Ю.,ФМиЕН,профессор,д.н.
Лебедева Г.Н.,ФПМИ,доцент,
Морозов З.Т.,ФУПМ,профессор,к.н.
Сидоров И.К.,ФМиМ,ассистент,
Попов В.И.,ИТМО,ассистент,
Алексеев Г.Н.,ФПМИ,ассистент,
Петров В.И.,ФРТ,ассистент,
Кузнецов Л.О.,ФЭТ,,д.н.
Семенов И.К.,ФФ,доцент,к.н.
Новиков Д.С.,ФУПМ,доцент,к.н.
Волков Д.С.,ФРТ,доцент,к.н.
Соколов Г.Н.,ФИВТ,ассистент,д.н.
Алексеев Ж.Р.,ФПМИ,ассистент,д.н.
Егоров Д.С.,ФРТ,профессор,д.н.
Новиков Б.В.,ФМиЕН,профессор,д.н.
Смирнов Ж.Р.,ИТМО,профессор,к.н.
Новиков Д.С.,ФИВТ,профессор,д.н.
Новиков В.И.,ФУПМ,ассистент,к.н.
Попов К.М.,ФМиЕН,доцент,к.н.
Козлов В.И.,ИТМО,,
Алексеев К.М.,ФИВТ,ассистент,д.н.
Петров Д.С.,ФПМИ,,к.н.
Лебедева Д.С.,ФМиМ,профессор,д.н.
Волков М.Ю.,ФМиМ,профессор,д.н.
Новиков Л.О.,ФРТ,,к.н.
Волков В.И.,ФЭТ,профессор,
Смирнов В.И.,ФИВТ,ассистент,д.н.
Егоров Л.О.,ФПМИ,ассистент,
Соколов В.И.,ФПМИ,доцент,
Кузнецов Л.О.,ФФ,доцент,к.н.
Соколов В.И.,ФМиЕН,доцент,к.н.
Смирнов Ж.Р.,ФРТ,,к.н.
Попов Б.В.,ФМиМ,ассистент,
Лебедева Л.О.,ФМиМ,,
Попов А.А.,ФРТ,доцент,д.н.
Лебедев Д.С.,ФПМИ,профессор,д.н.
Смирнов Г.Н.,ФУПМ,,д.н.
Смирнов Л.О.,ФМиЕН,профессор,к.н.
Алексеев Л.О.,ФПМИ,ассистент,д.н.
Сидоров К.М.,ФИВТ,,д.н.
Сидоров И.К.,ФИТ,профессор,д.н.
Морозов Д.С.,ИТМО,ассистент,к.н.
Новиков И.К.,ФИВТ,доцент,
Иванов И.К.,ФПМИ,доцент,д.н.
Морозов З.Т.,ФИТ,ассистент,к.н.
Морозов В.И.,ФИВТ,доцент,
Лебедева М.Ю.,ФПМИ,,к.н.
Сидоров Б.В.,ИТМО,ассистент,д.н.
Петров А.А.,ФФ,профессор,д.н.
Козлов К.М.,ФФ,ассистент,к.н.
Петров Ж.Р.,ФУПМ,профессор,к.н.
Новиков В.И.,ФИВТ,доцент,к.н.
Иванов Д.С.,ФПМИ,доцент,д.н.
Семенов Г.Н.,ФМиЕН,ассистент,к.н.
Смирнов И.К.,ФУПМ,доцент,к.н.
Иванов Л.О.,ФЭТ,профессор,
Лебедева М.Ю.,ФРТ,,
Попов Д.С.,ИТМО,доцент,
Лебедев В.И.,ФМиЕН,ассистент,д.н.
Морозов А.А.,ФМиЕН,доцент,к.н.
Волков Л.О.,ФПМИ,доцент,
Петров Г.Н.,ФРТ,доцент,к.н.
Соколов З.Т.,ФЭТ,,
Попов Ж.Р.,ИТМО,доцент,
Новиков А.А.,ФФ,,д.н.
Алексеев И.К.,ФПМИ,доцент,
Кузнецов Д.С.,ФИВТ,ассистент,д.н.
Лебедева З.Т.,ФПМИ,ассистент,д.н.
Кузнецов А.А.,ИТМО,профессор,
Егоров Д.С.,ФРТ,,
Смирнов Е.П.,ФИТ,,к.н.
Иванов Г.Н.,ФМиМ,ассистент,
Лебедев М.Ю.,ФРТ,,
Волков К.М.,ФУПМ,профессор,
Новиков В.И.,ФРТ,,д.н.
Петров Ж.Р.,ФИВТ,доцент,д.н.
Козлов И.К.,ФИВТ,,д.н.
Новиков В.И.,ИТМО,профессор,к.н.
Семенов Л.О.,ФИТ,доцент,
Смирнов Д.С.,ФРТ,ассистент,к.н.
Лебедева М.Ю.,ФИТ,ассистент,
Новиков Б.В.,ИТМО,,
Морозов М.Ю.,ФИВТ,профессор,
Иванов З.Т.,ФМиМ,профессор,к.н.
Лебедев И.К.,ФЭТ,профессор,к.н.
Егоров К.М.,ФМиМ,профессор,
Сидоров Д.С.,ИТМО,профессор,д.н.
Алексеев Е.П.,ФФ,ассистент,д.н.
Егоров З.Т.,ФИТ,доцент,к.н.
Волков Д.С.,ФПМИ,ассистент,к.н.
Смирнов Д.С.,ФРТ,доцент,
Алексеев К.М.,ФПМИ,профессор,к.н.
Лебедева Б.В.,ФМиЕН,доцент,к.н.
Семенов В.И.,ФУПМ,,
Лебедева И.К.,ИТМО,доцент,д.н.
Морозов А.А.,ФЭТ,профессор,
Иванов Ж.Р.,ФМиЕН,,к.н.
Кузнецов И.К.,ФУПМ,ассистент,д.н.
Морозов Е.П.,ФИТ,доцент,д.н.
Петров М.Ю.,ФМиЕН,ассистент,
Морозов Г.Н.,ФЭТ,профессор,
Козлов А.А.,ФМиМ,,
Кузнецов Л.О.,ФФ,,д.н.
Соколов Г.Н.,ФЭТ,ассистент,д.н.
Новиков Л.О.,ФМиЕН,профессор,
Лебедева В.И.,ФИТ,профессор,к.н.
Волков Б.В.,ФЭТ,профессор,к.н.
Волков З.Т.,ФМиМ,профессор,к.н.
Морозов В.И.,ФУПМ,ассистент,д.н.
Петров Б.В.,ФИТ,ассистент,к.н.
Иванов К.М.,ФРТ,,к.н.
Лебедева Л.О.,ФМиЕН,ассистент,к.н.
Кузнецов А.А.,ИТМО,ассистент,к.н.
Козлов Л.О.,ИТМО,доцент,д.н.
Лебедева Е.П.,ФМиМ,доцент,д.н.
Алексеев К.М.,ФПМИ,доцент,к.н.
Лебедева К.М.,ФИВТ,,д.н.
Петров Г.Н.,ФПМИ,доцент,к.н.
Попов М.Ю.,ФФ,профессор,д.н.
Кузнецов Г.Н.,ФРТ,ассистент,д.н.
Соколов И.К.,ФФ,доцент,
Соколов З.Т.,ФИТ,профессор,д.н.
Петров В.И.,ФЭТ,ассистент,д.н.
Новиков Г.Н.,ФМиМ,профессор,д.н.
Сидоров Б.В.,ФЭТ,,к.н.
Лебедева З.Т.,ФИВТ,профессор,
Лебедева И.К.,ФИВТ,профессор,
Егоров М.Ю.,ФМиЕН,профессор,
Кузнецов И.К.,ФРТ,доцент,к.н.
Алексеев Ж.Р.,ФЭТ,,д.н.
Волков Б.В.,ФМиМ,ассистент,
Егоров А.А.,ФИТ,,д.н.
Морозов В.И.,ФИТ,доцент,д.н.
Сидоров Б.В.,ФЭТ,доцент,д.н.
Кузнецов Ж.Р.,ФМиЕН,ассистент,д.н.
Смирнов Е.П.,ФРТ,ассистент,к.н.
Морозов Д.С.,ФРТ,,
Алексеев Ж.Р.,ФИВТ,профессор,
Семенов М.Ю.,ФРТ,ассистент,к.н.
Смирнов Г.Н.,ФФ,ассистент,
Алексеев Д.С.,ФМиЕН,ассистент,д.н.
Волков А.А.,ФПМИ,доцент,к.н.
Кузнецов Г.Н.,ФПМИ,,к.н.
Петров З.Т.,ФМиМ,профессор,к.н.
Кузнецов И.К.,ФМиЕН,профессор,к.н.
Смирнов Ж.Р.,ФИТ,профессор,к.н.
Волков Ж.Р.,ФИТ,профессор,д.н.
Лебедева Л.О.,ФИВТ,ассистент,к.н.
Сидоров К.М.,ИТМО,ассистент,д.н.
Кузнецов М.Ю.,ФУПМ,,д.н.
Егоров Л.О.,ИТМО,,
Егоров Е.П.,ФПМИ,доцент,к.н.
Новиков Г.Н.,ФМиЕН,профессор,к.н.
Козлов Б.В.,ФЭТ,доцент,
Лебедева Б.В.,ФИВТ,профессор,к.н.
Кузнецов В.И.,ИТМО,ассистент,д.н.
Козлов Г.Н.,ФУПМ,профессор,
Лебедев Л.О.,ФИВТ,ассистент,
Алексеев Е.П.,ФМиЕН,доцент,д.н.
Семенов З.Т.,ФИТ,ассистент,
Петров И.К.,ФФ,доцент,д.н.
Морозов Г.Н.,ФМиЕН,доцент,д.н.
Морозов Б.В.,ФФ,,к.н.
Лебедева М.Ю.,ФИТ,ассистент,
Попов Е.П.,ФИТ,ассистент,
Сидоров Л.О.,ФМиЕН,ассистент,д.н.
Морозов Ж.Р.,ФМиЕН,профессор,к.н.
Морозов К.М.,ФИТ,профессор,д.н.
Морозов Л.О.,ФИТ,,
Лебедева К.М.,ФМиЕН,доцент,к.н.
Иванов Ж.Р.,ФФ,доцент,д.н.
Лебедев К.М.,ФРТ,ассистент,к.н.
Петров Ж.Р.,ФФ,доцент,к.н.
Морозов Л.О.,ФЭТ,ассистент,к.н.
Козлов Л.О.,ФИВТ,ассистент,д.н.
Козлов Г.Н.,ИТМО,доцент,
Петров Ж.Р.,ФФ,доцент,
Семенов К.М.,ФРТ,профессор,д.н.
Соколов В.И.,ФИТ,доцент,к.н.
Соколов Ж.Р.,ФИТ,доцент,д.н.
Кузнецов Б.В.,ФИТ,ассистент,к.н.
Новиков Ж.Р.,ФМиМ,профессор,к.н.
Алексеев К.М.,ФИВТ,профессор,к.н.
