fio,faculty,title,degree
Морозов М.Ю.,ИТМО,профессор,к.н.
Волков Б.В.,ФИТ,ассистент,
Кузнецов В.И.,ФПМИ,доцент,д.н.
Семенов Л.О.,ФИВТ,,д.н.
Волков З.Т.,ФИТ,ассистент,
Новиков Д.С.,ФИТ,доцент,д.н.
Волков Б.В.,ИТМО,,к.н.
Егоров Д.С.,ФУПМ,ассистент,
Иванов И.К.,ИТМО,,к.н.
Козлов Б.В.,ФУПМ,доцент,к.н.
Алексеев Е.П.,ФПМИ,ассистент,к.н.
Лебедева Г.Н.,ФРТ,,
Сидоров Е.П.,ФРТ,,к.н.
Соколов Ж.Р.,ФИВТ,ассистент,д.н.
Кузнецов Ж.Р.,ФПМИ,,д.н.
Волков Г.Н.,ФРТ,доцент,к.н.
Егоров А.А.,ФИТ,ассистент,к.н.
Попов И.К.,ФУПМ,,д.н.
Сидоров И.К.,ФПМИ,доцент,к.н.
Алексеев Л.О.,ФЭТ,,к.н.
Козлов М.Ю.,ФУПМ,доцент,к.н.
Попов М.Ю.,ФИВТ,,
Кузнецов Л.О.,ФЭТ,профессор,
Попов Б.В.,ФМиЕН,доцент,
Волков Ж.Р.,ФИВТ,,к.н.
Семенов Г.Н.,ФИТ,доцент,
Лебедев М.Ю.,ФРТ,,к.н.
Смирнов А.А.,ФИВТ,ассистент,
Волков В.И.,ФПМИ,доцент,к.н.
Попов Ж.Р.,ФЭТ,профессор,д.н.
Сидоров Д.С.,ИТМО,доцент,д.н.
Попов Л.О.,ФФ,профессор,
Иванов И.К.,ФМиМ,профессор,д.н.
Козлов М.Ю.,ФМиМ,доцент,
Лебедева Е.П.,ФИВТ,ассистент,д.н.
Новиков Б.В.,ФЭТ,доцент,д.н.
Попов Д.С.,ФИТ,ассистент,д.н.
Волков Б.В.,ФФ,ассистент,к.н.
Лебедева Д.С.,ФРТ,ассистент,
Иванов З.Т.,ФРТ,ассистент,д.н.
Кузнецов В.И.,ФЭТ,ассистент,д.н.
Сидоров К.М.,ФИВТ,ассистент,
Алексеев В.И.,ФИТ,доцент,к.н.
Семенов М.Ю.,ФУПМ,ассистент,
Новиков Д.С.,ФИВТ,профессор,д.н.
Петров Л.О.,ФФ,профессор,д.н.
Морозов Л.О.,ИТМО,доцент,
Егоров Г.Н.,ФМиЕН,ассистент,
Смирнов А.А.,ФПМИ,,к.н.
Лебедев Д.С.,ФЭТ,,к.н.
Попов А.А.,ФМиЕН,,
Новиков Б.В.,ФМиМ,ассистент,д.н.
Семенов Ж.Р.,ИТМО,ассистент,д.н.
Козлов Г.Н.,ФПМИ,,
Попов В.И.,ФРТ,,д.н.
Сидоров А.А.,ФФ,ассистент,
Попов Д.С.,ФРТ,доцент,д.н.
Смирнов Д.С.,ФЭТ,доцент,к.н.
Лебедев А.А.,ФИВТ,доцент,
Попов Б.В.,ФМиЕН,,д.н.
Семенов М.Ю.,ИТМО,доцент,
Лебедева З.Т.,ФУПМ,ассистент,к.н.
Егоров В.И.,ФИВТ,,
Петров М.Ю.,ФЭТ,,к.н.
Волков Д.С.,ФИТ,ассистент,д.н.
Кузнецов И.К.,ФФ,профессор,к.н.
Козлов Л.О.,ФРТ,доцент,д.н.
Лебедева Е.П.,ФИВТ,ассистент,к.н.
Лебедева Д.С.,ФЭТ,доцент,д.н.
Петров Д.С.,ФИВТ,,к.н.
Козлов Е.П.,ФУПМ,,
Попов И.К.,ФИВТ,профессор,
Сидоров К.М.,ФПМИ,доцент,к.н.
Соколов Б.В.,ФФ,,д.н.
Петров В.И.,ФИТ,доцент,д.н.
Алексеев Б.В.,ФИВТ,ассистент,
Волков Б.В.,ФУПМ,,к.н.
Кузнецов Л.О.,ФУПМ,,к.н.
Петров З.Т.,ФМиЕН,ассистент,к.н.
Козлов А.А.,ФРТ,профессор,д.н.
Иванов М.Ю.,ФЭТ,доцент,д.н.
Попов З.Т.,ФФ,доцент,д.н.
Лебедева Е.П.,ФЭТ,доцент,к.н.
Соколов Г.Н.,ИТМО,ассистент,
Кузнецов Л.О.,ИТМО,профессор,к.н.
Кузнецов М.Ю.,ИТМО,ассистент,к.н.
Петров А.А.,ФЭТ,доцент,д.н.
Морозов В.И.,ФИВТ,профессор,
Лебедева А.А.,ФМиЕН,ассистент,к.н.
Кузнецов И.К.,ФПМИ,доцент,к.н.
Попов А.А.,ФУПМ,доцент,
Соколов Л.О.,ФМиМ,,д.н.
Алексеев Д.С.,ФМиМ,ассистент,
Иванов К.М.,ФЭТ,,к.н.
Егоров З.Т.,ФПМИ,,к.н.
Алексеев Б.В.,ФМиЕН,доцент,к.н.
Алексеев Л.О.,ФМиМ,доцент,д.н.
Новиков Е.П.,ФМиЕН,доцент,
Кузнецов Ж.Р.,ИТМО,ассистент,
Новиков К.М.,ФПМИ,,д.н.
Морозов Л.О.,ФРТ,доцент,
Алексеев Г.Н.,ФИТ,,д.н.
Егоров Б.В.,ФПМИ,доцент,
Волков З.Т.,ФИТ,,д.н.
Морозов Б.В.,ФРТ,,к.н.
Иванов Е.П.,ФЭТ,ассистент,д.н.
Кузнецов Ж.Р.,ФМиЕН,профессор,д.н.
Кузнецов Е.П.,ФФ,ассистент,д.н.
Смирнов А.А.,ФПМИ,,
Семенов Ж.Р.,ФУПМ,ассистент,
Новиков Ж.Р.,ФИВТ,профессор,д.н.
Кузнецов К.М.,ФФ,профессор,
Алексеев Е.П.,ФПМИ,ассистент,к.н.
Лебедева К.М.,ФФ,доцент,
Лебедева И.К.,ФИТ,доцент,д.н.
Соколов К.М.,ФМиЕН,ассистент,д.н.
Петров В.И.,ФУПМ,профессор,д.н.
Смирнов Л.О.,ФЭТ,доцент,
Козлов Д.С.,ФЭТ,,к.н.
Егоров З.Т.,ФИТ,доцент,д.н.
Попов Е.П.,ИТМО,ассистент,
Новиков Г.Н.,ФРТ,доцент,д.н.
Соколов З.Т.,ФИВТ,профессор,
Семенов Д.С.,ФЭТ,,д.н.
Иванов Г.Н.,ИТМО,доцент,к.н.
Сидоров Л.О.,ФФ,ассистент,д.н.
Морозов М.Ю.,ФМиЕН,,д.н.
Лебедев В.И.,ФУПМ,ассистент,к.н.
Егоров Л.О.,ФПМИ,ассистент,к.н.
Попов Б.В.,ФФ,профессор,
Лебедев Л.О.,ФПМИ,ассистент,д.н.
Кузнецов Л.О.,ФУПМ,,к.н.
Лебедев Д.С.,ФМиМ,ассистент,к.н.
Кузнецов М.Ю.,ФФ,ассистент,
Сидоров К.М.,ФИВТ,доцент,д.н.
Морозов Б.В.,ФПМИ,профессор,д.н.
Лебедев Д.С.,ФФ,ассистент,д.н.
Лебедев Л.О.,ФРТ,,
Волков З.Т.,ФИТ,,к.н.
Петров Б.В.,ФФ,профессор,
Морозов В.И.,ФМиМ,,д.н.
Алексеев Д.С.,ФУПМ,профессор,к.н.
Морозов Г.Н.,ФФ,,к.н.
Сидоров М.Ю.,ФРТ,ассистент,к.н.
Попов К.М.,ФПМИ,доцент,д.н.
Попов В.И.,ИТМО,ассистент,к.н.
Волков К.М.,ФИТ,доцент,к.н.
Алексеев В.И.,ФИВТ,,
Смирнов А.А.,ФФ,профессор,д.н.
Козлов Г.Н.,ФЭТ,,
Новиков Д.С.,ФРТ,доцент,д.н.
Егоров Е.П.,ФФ,,д.н.
Петров З.Т.,ФИТ,профессор,к.н.
Лебедев Е.П.,ФПМИ,доцент,к.н.
Лебедева М.Ю.,ФЭТ,ассистент,к.н.
Попов В.И.,ФПМИ,профессор,
Волков Л.О.,ИТМО,доцент,
Семенов Г.Н.,ФПМИ,,к.н.
Козлов Д.С.,ФМиЕН,профессор,
Попов А.А.,ФПМИ,доцент,
Козлов К.М.,ФУПМ,ассистент,к.н.
Семенов К.М.,ФИВТ,,д.н.
Кузнецов Д.С.,ФМиЕН,доцент,к.н.
Лебедев Б.В.,ФИТ,профессор,
Новиков Л.О.,ФЭТ,доцент,д.н.
Кузнецов Е.П.,ФМиЕН,доцент,
Новиков Е.П.,ФМиМ,ассистент,
Алексеев И.К.,ФМиМ,профессор,к.н.
Иванов З.Т.,ФУПМ,,к.н.
Алексеев В.И.,ФИВТ,доцент,д.н.
Новиков М.Ю.,ФМиЕН,ассистент,к.н.
Новиков В.И.,ФЭТ,доцент,
Кузнецов И.К.,ФУПМ,ассистент,к.н.
Соколов М.Ю.,ФИТ,ассистент,
Козлов В.И.,ФУПМ,профессор,к.н.
Лебедева И.К.,ФРТ,профессор,к.н.
Смирнов Б.В.,ФРТ,,к.н.
Соколов Г.Н.,ФИТ,доцент,д.н.
Егоров М.Ю.,ФРТ,профессор,д.н.
Попов Г.Н.,ИТМО,доцент,
Алексеев Л.О.,ФУПМ,ассистент,
Лебедев З.Т.,ФИВТ,профессор,
Иванов М.Ю.,ФРТ,,к.н.
Иванов Л.О.,ФФ,,
Иванов К.М.,ИТМО,профессор,д.н.
Егоров А.А.,ФИТ,,д.н.
Лебедева Л.О.,ФМиМ,профессор,
Волков З.Т.,ФПМИ,доцент,д.н.
Алексеев Б.В.,ФЭТ,доцент,д.н.
Лебедев Б.В.,ФИВТ,профессор,д.н.
Лебедева Ж.Р.,ФРТ,доцент,к.н.
Козлов З.Т.,ФМиМ,ассистент,
Кузнецов И.К.,ФМиЕН,доцент,к.н.
Егоров З.Т.,ФМиЕН,,к.н.
Козлов К.М.,ФМиЕН,профессор,д.н.
Новиков З.Т.,ФИВТ,профессор,к.н.
Лебедева И.К.,ФУПМ,,д.н.
Новиков Е.П.,ФИТ,ассистент,д.н.
Кузнецов В.И.,ФМиЕН,,
Кузнецов Е.П.,ФФ,,д.н.
Лебедева И.К.,ФЭТ,,д.н.
Смирнов Ж.Р.,ИТМО,ассистент,
Соколов К.М.,ФЭТ,,к.н.
Смирнов К.М.,ФФ,ассистент,
Кузнецов З.Т.,ФРТ,профессор,
Семенов В.И.,ФПМИ,ассистент,д.н.
Семенов Д.С.,ФИТ,ассистент,
Кузнецов З.Т.,ФМиЕН,ассистент,д.н.
Волков И.К.,ФПМИ,доцент,к.н.
Семенов Д.С.,ФФ,ассистент,
Попов Д.С.,ФУПМ,ассистент,
Алексеев Д.С.,ФЭТ,,к.н.
Егоров Д.С.,ФИТ,профессор,
Иванов З.Т.,ФРТ,доцент,д.н.
Смирнов И.К.,ФФ,профессор,к.н.
Егоров Г.Н.,ФПМИ,ассистент,
Иванов В.И.,ФЭТ,,к.н.
Новиков Л.О.,ФПМИ,ассистент,
Лебедева А.А.,ФЭТ,доцент,
Попов Г.Н.,ФИВТ,профессор,к.н.
Петров Г.Н.,ФМиМ,,к.н.
Алексеев М.Ю.,ФИТ,доцент,д.н.
Лебедев В.И.,ФУПМ,,к.н.
Морозов И.К.,ФМиЕН,ассистент,
Попов Е.П.,ФИТ,ассистент,
Алексеев В.И.,ФМиЕН,,к.н.
Лебедева З.Т.,ФУПМ,доцент,
Кузнецов К.М.,ФРТ,доцент,
Семенов К.М.,ФМиЕН,доцент,к.н.
Петров Д.С.,ФМиЕН,доцент,д.н.
Соколов М.Ю.,ФИВТ,ассистент,
Морозов В.И.,ФУПМ,доцент,к.н.
Петров З.Т.,ФУПМ,профессор,д.н.
Семенов Ж.Р.,ФИВТ,профессор,д.н.
Кузнецов М.Ю.,ИТМО,доцент,д.н.
Петров Л.О.,ФМиМ,профессор,к.н.
Семенов Ж.Р.,ИТМО,,к.н.
Лебедев Г.Н.,ФМиМ,,д.н.
Лебедева Ж.Р.,ИТМО,доцент,к.н.
Соколов Ж.Р.,ИТМО,,к.н.
Смирнов Ж.Р.,ФПМИ,ассистент,д.н.
Иванов М.Ю.,ФРТ,доцент,д.н.
Алексеев Б.В.,ФИТ,,к.н.
Козлов Б.В.,ФРТ,,
Попов Б.В.,ФУПМ,ассистент,д.н.
Соколов К.М.,ФЭТ,,
Козлов К.М.,ФМиЕН,профессор,к.н.
Лебедев Б.В.,ФФ,профессор,к.н.
Лебедева К.М.,ИТМО,,
Лебедев К.М.,ФЭТ,ассистент,
Козлов Ж.Р.,ИТМО,,д.н.
Иванов Г.Н.,ФРТ,,
Иванов З.Т.,ФИТ,ассистент,
Новиков Л.О.,ФЭТ,ассистент,
Соколов Б.В.,ФИВТ,доцент,д.н.
Попов Л.О.,ФРТ,профессор,д.н.
Новиков Б.В.,ФУПМ,профессор,
Алексеев М.Ю.,ФЭТ,ассистент,
Морозов Ж.Р.,ФУПМ,доцент,к.н.
Морозов Е.П.,ФУПМ,доцент,д.н.
Алексеев К.М.,ФУПМ,,к.н.
Новиков Д.С.,ИТМО,доцент,
Кузнецов Б.В.,ФФ,доцент,
Кузнецов З.Т.,ФПМИ,ассистент,
Петров Е.П.,ФФ,профессор,д.н.
Соколов З.Т.,ФИВТ,ассистент,к.н.
Сидоров Л.О.,ФИВТ,ассистент,
Лебедев А.А.,ФПМИ,,к.н.
Семенов Г.Н.,ФИТ,профессор,к.н.
Иванов А.А.,ИТМО,,д.н.
Кузнецов Д.С.,ФРТ,доцент,к.н.
Иванов Г.Н.,ФИВТ,ассистент,д.н.
Волков Е.П.,ФФ,ассистент,
Кузнецов Е.П.,ФФ,доцент,
Смирнов М.Ю.,ФИТ,профессор,
Попов А.А.,ФРТ,профессор,к.н.
Петров Д.С.,ФИВТ,,д.н.
Козлов К.М.,ФМиЕН,доцент,к.н.
Козлов М.Ю.,ФМиМ,ассистент,
Семенов Л.О.,ФМиЕН,доцент,к.н.
Лебедева Д.С.,ИТМО,ассистент,д.н.
Иванов Г.Н.,ИТМО,доцент,к.н.
Морозов Б.В.,ФФ,доцент,д.н.
Семенов Г.Н.,ФФ,доцент,д.н.
Козлов Г.Н.,ФИВТ,доцент,к.н.
Новиков И.К.,ФМиЕН,профессор,
Козлов Д.С.,ФФ,доцент,
Алексеев В.И.,ФИТ,профессор,
Лебедев Г.Н.,ФМиЕН,профессор,
Соколов Г.Н.,ФМиМ,доцент,
Волков В.И.,ФИВТ,доцент,к.н.
Лебедев А.А.,ФРТ,,
Кузнецов М.Ю.,ФФ,доцент,к.н.
Козлов Л.О.,ФПМИ,доцент,д.н.
Морозов Б.В.,ФМиМ,профессор,д.н.
Попов З.Т.,ФМиМ,профессор,д.н.
Попов Ж.Р.,ФИТ,доцент,к.н.
Егоров Г.Н.,ФУПМ,доцент,
Смирнов З.Т.,ФФ,доцент,д.н.
Лебедев М.Ю.,ФУПМ,,к.н.
Волков З.Т.,ФИТ,доцент,к.н.
Егоров З.Т.,ИТМО,доцент,
Кузнецов К.М.,ФИВТ,доцент,
Семенов Е.П.,ФФ,профессор,д.н.
Новиков Е.П.,ФИТ,,д.н.
Алексеев Ж.Р.,ФУПМ,доцент,
Алексеев В.И.,ФМиМ,ассистент,
Морозов В.И.,ФУПМ,,д.н.
Лебедев Д.С.,ФМиЕН,доцент,к.н.
Морозов Г.Н.,ФЭТ,профессор,
Соколов Б.В.,ФФ,профессор,д.н.
Лебедева Д.С.,ИТМО,ассистент,к.н.
Волков Г.Н.,ФПМИ,профессор,
Лебедев Ж.Р.,ФФ,доцент,д.н.
Кузнецов Д.С.,ФМиМ,доцент,к.н.
Алексеев Б.В.,ФРТ,,к.н.
Сидоров К.М.,ФИТ,,
Сидоров М.Ю.,ФУПМ,,к.н.
Сидоров А.А.,ФРТ,профессор,к.н.
Семенов З.Т.,ФИВТ,ассистент,
Кузнецов В.И.,ФПМИ,,
Козлов Л.О.,ФРТ,,
Морозов К.М.,ФИТ,,к.н.
Соколов Л.О.,ФРТ,доцент,д.н.
Смирнов А.А.,ФПМИ,ассистент,
Петров Д.С.,ФИВТ,профессор,к.н.
Козлов Б.В.,ФИВТ,ассистент,к.н.
Попов Д.С.,ФРТ,профессор,д.н.
Волков З.Т.,ФИТ,,к.н.
Иванов Ж.Р.,ФУПМ,ассистент,
Волков Д.С.,ФИТ,доцент,
Смирнов Д.С.,ФРТ,ассистент,
Волков Л.О.,ФФ,доцент,к.н.
Новиков Б.В.,ФМиЕН,,д.н.
Иванов Д.С.,ФПМИ,доцент,к.н.
Семенов В.И.,ФИВТ,профессор,д.н.
Иванов М.Ю.,ИТМО,,д.н.
Иванов Л.О.,ФПМИ,ассистент,к.н.
Смирнов Д.С.,ФЭТ,,к.н.
Морозов Л.О.,ФИТ,,
Смирнов А.А.,ИТМО,ассистент,д.н.
Новиков Д.С.,ФМиМ,профессор,д.н.
Иванов Л.О.,ФРТ,,д.н.
Морозов Л.О.,ФИТ,ассистент,д.н.
Алексеев В.И.,ФМиЕН,доцент,
Алексеев З.Т.,ФИВТ,,д.н.
Кузнецов Ж.Р.,ФРТ,профессор,д.н.
Попов Л.О.,ФУПМ,профессор,
Козлов Е.П.,ФИВТ,профессор,к.н.
Кузнецов Д.С.,ИТМО,профессор,
Лебедева Е.П.,ФУПМ,доцент,
Новиков Г.Н.,ФИВТ,доцент,
Лебедева К.М.,ФМиЕН,,
Семенов М.Ю.,ФМиМ,,к.н.
Смирнов М.Ю.,ФИВТ,,
Лебедева И.К.,ИТМО,профессор,
Алексеев М.Ю.,ФМиЕН,доцент,д.н.
Алексеев Б.В.,ФПМИ,,к.н.
Козлов З.Т.,ФУПМ,профессор,к.н.
Волков М.Ю.,ФЭТ,,д.н.
Петров Г.Н.,ФМиМ,профессор,к.н.
Семенов Г.Н.,ФУПМ,доцент,д.н.
Егоров Б.В.,ФПМИ,профессор,д.н.
Кузнецов Г.Н.,ФУПМ,,к.н.
Петров Л.О.,ФИВТ,профессор,к.н.
Егоров М.Ю.,ФМиМ,ассистент,д.н.
Новиков Л.О.,ФМиМ,профессор,к.н.
Волков Ж.Р.,ФМиЕН,доцент,д.н.
Алексеев В.И.,ФФ,профессор,к.н.
Морозов Д.С.,ФФ,,к.н.
Соколов Ж.Р.,ФФ,доцент,
Иванов А.А.,ФПМИ,ассистент,к.н.
Волков Г.Н.,ФПМИ,ассистент,к.н.
Иванов Е.П.,ФРТ,профессор,д.н.
Алексеев Д.С.,ФМиЕН,,к.н.
Иванов М.Ю.,ФМиЕН,ассистент,д.н.
Лебедева А.А.,ФФ,профессор,д.н.
Алексеев Ж.Р.,ФУПМ,профессор,к.н.
Кузнецов З.Т.,ФИТ,,д.н.
Волков Л.О.,ФФ,,д.н.
Смирнов А.А.,ФМиМ,доцент,
Морозов В.И.,ФУПМ,ассистент,
Морозов К.М.,ФИВТ,,д.н.
Сидоров В.И.,ФФ,,к.н.
Лебедева В.И.,ФЭТ,,д.н.
Новиков Л.О.,ФИТ,профессор,
Смирнов Г.Н.,ФФ,ассистент,к.н.
Кузнецов Е.П.,ФЭТ,ассистент,
Лебедева М.Ю.,ФИВТ,,
Новиков К.М.,ФПМИ,,
Петров З.Т.,ФУПМ,,
Семенов В.И.,ФРТ,ассистент,
Смирнов А.А.,ФИТ,доцент,
Попов Д.С.,ФРТ,доцент,к.н.
Семенов Л.О.,ФПМИ,ассистент,
Егоров Е.П.,ФИВТ,доцент,к.н.
Лебедев И.К.,ФЭТ,ассистент,
Иванов Б.В.,ФУПМ,,д.н.
Морозов Г.Н.,ФИВТ,ассистент,
Попов Е.П.,ФЭТ,доцент,
Попов М.Ю.,ФРТ,профессор,к.н.
Козлов А.А.,ФМиЕН,доцент,д.н.
Соколов Л.О.,ФРТ,ассистент,д.н.
Алексеев Г.Н.,ФПМИ,доцент,
Петров Ж.Р.,ИТМО,профессор,д.н.
Алексеев Д.С.,ФИВТ,,
Волков З.Т.,ИТМО,,к.н.
Соколов Ж.Р.,ФРТ,профессор,к.н.
Петров Л.О.,ФЭТ,доцент,к.н.
Волков Л.О.,ФМиЕН,ассистент,д.н.
Егоров Б.В.,ФПМИ,доцент,к.н.
Новиков Е.П.,ФИТ,доцент,к.н.
Кузнецов А.А.,ФМиЕН,ассистент,д.н.
Морозов М.Ю.,ФУПМ,профессор,д.н.
Смирнов Ж.Р.,ФИТ,,
Алексеев Г.Н.,ФФ,профессор,
Морозов И.К.,ФИТ,ассистент,к.н.
Иванов А.А.,ФУПМ,профессор,к.н.
Петров А.А.,ФЭТ,ассистент,
Новиков З.Т.,ФМиМ,доцент,
Новиков Д.С.,ФФ,,д.н.
Сидоров М.Ю.,ФУПМ,ассистент,к.н.
Новиков Ж.Р.,ФИТ,,к.н.
Новиков Д.С.,ФРТ,ассистент,к.н.
Егоров К.М.,ФФ,доцент,к.н.
Смирнов В.И.,ФМиМ,ассистент,к.н.
Волков К.М.,ФУПМ,профессор,д.н.
Лебедев М.Ю.,ИТМО,доцент,
Соколов В.И.,ФИТ,доцент,
Новиков Г.Н.,ФМиМ,ассистент,
Морозов Ж.Р.,ИТМО,,д.н.
Морозов Д.С.,ФУПМ,доцент,к.н.
Морозов А.А.,ФМиЕН,профессор,к.н.
Семенов Д.С.,ИТМО,профессор,
Соколов Е.П.,ФИТ,ассистент,к.н.
Волков З.Т.,ФРТ,,к.н.
