fio,faculty,title,degree
Смирнов Г.Н.,ФМиМ,ассистент,к.н.
Новиков Ж.Р.,ФРТ,доцент,
Попов А.А.,ФЭТ,ассистент,д.н.
Иванов В.И.,ФИВТ,,к.н.
Кузнецов В.И.,ФПМИ,доцент,
Соколов Г.Н.,ФИВТ,,к.н.
Соколов З.Т.,ФЭТ,доцент,д.н.
Козлов Г.Н.,ИТМО,доцент,д.н.
Петров З.Т.,ФИВТ,ассистент,к.н.
Кузнецов Ж.Р.,ФПМИ,,
Козлов Л.О.,ФИВТ,ассистент,
Егоров Б.В.,ФМиЕН,профессор,
Петров Л.О.,ФЭТ,ассистент,д.н.
Волков И.К.,ИТМО,,д.н.
Морозов Л.О.,ФМиЕН,,
Лебедева Л.О.,ФРТ,ассистент,
Соколов Б.В.,ФРТ,доцент,к.н.
Соколов А.А.,ФИТ,,д.н.
Попов М.Ю.,ФМиМ,доцент,к.н.
Петров Е.П.,ФИВТ,профессор,д.н.
Лебедев М.Ю.,ФПМИ,,к.н.
Иванов Б.В.,ФРТ,доцент,к.н.
Лебедева Б.В.,ФФ,профессор,д.н.
Новиков В.И.,ФРТ,профессор,д.н.
Сидоров З.Т.,ИТМО,,
Петров З.Т.,ФИВТ,,
Кузнецов Е.П.,ФЭТ,доцент,
Лебедева Г.Н.,ФИТ,доцент,
Петров Л.О.,ФЭТ,,д.н.
Новиков И.К.,ФПМИ,ассистент,к.н.
Алексеев В.И.,ИТМО,,к.н.
Лебедева Г.Н.,ФИТ,профессор,д.н.
Семенов З.Т.,ФРТ,ассистент,
Смирнов М.Ю.,ИТМО,профессор,
Егоров К.М.,ФУПМ,профессор,к.н.
Волков М.Ю.,ФИВТ,профессор,д.н.
Лебедева Л.О.,ФМиЕН,,к.н.
Лебедева М.Ю.,ФИВТ,доцент,к.н.
Кузнецов М.Ю.,ФФ,,
Кузнецов В.И.,ФЭТ,ассистент,д.н.
Егоров З.Т.,ФУПМ,доцент,д.н.
Петров В.И.,ФПМИ,,д.н.
Егоров Б.В.,ФМиЕН,профессор,д.н.
Егоров З.Т.,ФИТ,ассистент,
Попов Ж.Р.,ФЭТ,,д.н.
Соколов З.Т.,ФИТ,ассистент,
Волков Е.П.,ФИВТ,профессор,к.н.
Семенов В.И.,ФМиМ,ассистент,
Смирнов Л.О.,ФИТ,ассистент,к.н.
Лебедева Л.О.,ФПМИ,доцент,д.н.
Кузнецов И.К.,ФРТ,доцент,к.н.
Морозов Е.П.,ФРТ,доцент,к.н.
Сидоров Д.С.,ИТМО,доцент,к.н.
Соколов А.А.,ФИВТ,ассистент,к.н.
Петров В.И.,ФИТ,доцент,д.н.
Егоров И.К.,ФФ,,к.н.
Егоров Б.В.,ФМиЕН,доцент,
Соколов К.М.,ФПМИ,ассистент,к.н.
Лебедева А.А.,ФИТ,ассистент,
Иванов Л.О.,ФИВТ,ассистент,
Петров Л.О.,ФФ,профессор,д.н.
Волков З.Т.,ФПМИ,,д.н.
Лебедев Л.О.,ФРТ,доцент,к.н.
Семенов И.К.,ФМиЕН,профессор,д.н.
Егоров И.К.,ФПМИ,ассистент,
Кузнецов З.Т.,ФМиМ,доцент,д.н.
Попов В.И.,ФУПМ,доцент,к.н.
Волков Д.С.,ФМиЕН,профессор,к.н.
Иванов М.Ю.,ФИТ,профессор,к.н.
Алексеев К.М.,ФМиМ,ассистент,к.н.
Морозов Л.О.,ФМиМ,профессор,
Попов К.М.,ФЭТ,профессор,к.н.
Соколов Л.О.,ИТМО,ассистент,
Новиков Д.С.,ФИТ,,
Смирнов З.Т.,ФЭТ,,к.н.
Кузнецов З.Т.,ФФ,профессор,
Смирнов М.Ю.,ФИТ,доцент,
Егоров В.И.,ФИВТ,ассистент,д.н.
Лебедев М.Ю.,ФФ,,д.н.
Кузнецов Л.О.,ФРТ,доцент,к.н.
Сидоров Г.Н.,ФПМИ,профессор,к.н.
Лебедева Г.Н.,ФУПМ,ассистент,
Морозов Ж.Р.,ФМиМ,профессор,д.н.
Петров З.Т.,ФМиЕН,доцент,д.н.
Иванов Г.Н.,ФМиЕН,профессор,
Волков Б.В.,ФУПМ,доцент,
Волков А.А.,ФФ,профессор,
Новиков Ж.Р.,ФМиЕН,доцент,к.н.
Лебедева А.А.,ФПМИ,доцент,д.н.
Иванов Д.С.,ФМиМ,профессор,
Семенов Л.О.,ФЭТ,,
Смирнов Е.П.,ФУПМ,,к.н.
Попов М.Ю.,ФМиМ,ассистент,д.н.
Морозов В.И.,ФМиЕН,доцент,
Соколов Б.В.,ФУПМ,,
Смирнов Г.Н.,ФИВТ,профессор,д.н.
Сидоров А.А.,ФМиМ,ассистент,
Новиков В.И.,ФПМИ,ассистент,к.н.
Смирнов К.М.,ФИВТ,профессор,
Иванов К.М.,ФИВТ,профессор,
Лебедев К.М.,ФМиЕН,ассистент,д.н.
Иванов З.Т.,ФФ,ассистент,
Новиков А.А.,ФИТ,ассистент,д.н.
Петров Б.В.,ФРТ,профессор,
Соколов В.И.,ФРТ,ассистент,к.н.
Иванов И.К.,ИТМО,доцент,д.н.
Лебедева Д.С.,ФИТ,ассистент,д.н.
Козлов Г.Н.,ФИВТ,профессор,к.н.
Петров Г.Н.,ИТМО,ассистент,к.н.
Семенов В.И.,ФПМИ,профессор,
Козлов Л.О.,ФМиМ,ассистент,д.н.
Лебедева А.А.,ФЭТ,профессор,
Егоров Е.П.,ФМиЕН,профессор,
Лебедева Е.П.,ФРТ,профессор,
Козлов М.Ю.,ФИТ,доцент,к.н.
Соколов М.Ю.,ФПМИ,доцент,
Новиков Б.В.,ФМиЕН,,
Петров Е.П.,ФМиЕН,ассистент,д.н.
Сидоров М.Ю.,ФМиЕН,ассистент,к.н.
Алексеев А.А.,ФФ,,
Петров А.А.,ФПМИ,ассистент,к.н.
Козлов Е.П.,ФИТ,,
Иванов Л.О.,ФПМИ,доцент,д.н.
Соколов Е.П.,ФМиЕН,ассистент,к.н.
Егоров А.А.,ИТМО,доцент,
Петров Г.Н.,ФФ,ассистент,д.н.
Смирнов И.К.,ФПМИ,,
Алексеев Г.Н.,ФПМИ,профессор,д.н.
Егоров Ж.Р.,ФФ,профессор,к.н.
Козлов Г.Н.,ФФ,профессор,к.н.
Попов И.К.,ФПМИ,,
Алексеев Л.О.,ИТМО,ассистент,к.н.
Иванов Д.С.,ФФ,,д.н.
Волков Б.В.,ФУПМ,ассистент,
Козлов Ж.Р.,ФМиЕН,,д.н.
Иванов Б.В.,ФЭТ,,д.н.
Козлов Д.С.,ФМиЕН,ассистент,
Лебедева Б.В.,ФФ,профессор,к.н.
Алексеев Е.П.,ФИВТ,,
Лебедев Л.О.,ФИТ,профессор,д.н.
Новиков К.М.,ИТМО,ассистент,к.н.
Соколов Д.С.,ИТМО,профессор,д.н.
Егоров Д.С.,ФФ,профессор,к.н.
Сидоров Д.С.,ФИВТ,ассистент,
Петров К.М.,ФУПМ,профессор,
Иванов В.И.,ФМиЕН,ассистент,
Попов В.И.,ФРТ,профессор,
Смирнов Г.Н.,ФМиМ,,к.н.
Егоров Ж.Р.,ФПМИ,ассистент,
Лебедева В.И.,ФМиМ,доцент,д.н.
Кузнецов Ж.Р.,ИТМО,профессор,д.н.
Егоров М.Ю.,ФМиМ,ассистент,к.н.
Смирнов Л.О.,ФУПМ,,
Сидоров А.А.,ФУПМ,доцент,
Лебедева Л.О.,ФУПМ,профессор,д.н.
Смирнов Д.С.,ФФ,профессор,д.н.
Лебедева Б.В.,ФИТ,ассистент,д.н.
Смирнов А.А.,ФПМИ,,
Соколов Ж.Р.,ИТМО,,к.н.
Сидоров В.И.,ФИВТ,профессор,д.н.
Новиков Ж.Р.,ФПМИ,доцент,
Иванов Г.Н.,ФФ,доцент,к.н.
Морозов З.Т.,ФПМИ,ассистент,
Смирнов Ж.Р.,ФРТ,ассистент,к.н.
Петров Е.П.,ФПМИ,профессор,к.н.
Лебедев Ж.Р.,ФМиЕН,доцент,д.н.
Егоров И.К.,ФРТ,профессор,д.н.
Семенов Б.В.,ИТМО,доцент,к.н.
Попов И.К.,ФУПМ,профессор,
Новиков Д.С.,ФФ,,д.н.
Козлов Г.Н.,ФИВТ,доцент,д.н.
Соколов Ж.Р.,ФУПМ,доцент,
Волков Д.С.,ФЭТ,,
Соколов Е.П.,ФФ,доцент,д.н.
Семенов Б.В.,ФРТ,ассистент,к.н.
Петров В.И.,ФЭТ,ассистент,к.н.
Попов А.А.,ФФ,профессор,д.н.
Морозов Е.П.,ФФ,доцент,к.н.
Лебедев Б.В.,ФМиМ,,к.н.
Соколов Б.В.,ФЭТ,профессор,к.н.
Семенов А.А.,ФМиЕН,,
Сидоров Е.П.,ФЭТ,ассистент,к.н.
Сидоров А.А.,ФПМИ,доцент,
Иванов И.К.,ФУПМ,ассистент,
Семенов Г.Н.,ФИТ,доцент,
Иванов И.К.,ФУПМ,,д.н.
Кузнецов М.Ю.,ФИТ,,
Смирнов А.А.,ФРТ,,д.н.
Морозов В.И.,ФФ,,к.н.
Алексеев К.М.,ФМиМ,профессор,д.н.
Семенов Г.Н.,ФФ,ассистент,к.н.
Попов К.М.,ФРТ,ассистент,
Новиков Л.О.,ИТМО,,к.н.
Егоров Л.О.,ФИВТ,ассистент,к.н.
Иванов К.М.,ФМиМ,доцент,к.н.
Лебедев Д.С.,ФЭТ,профессор,к.н.
Морозов А.А.,ФРТ,профессор,
Лебедев Г.Н.,ФМиМ,профессор,д.н.
Морозов К.М.,ФИТ,доцент,
Попов Ж.Р.,ФИВТ,,д.н.
Козлов В.И.,ФИВТ,доцент,к.н.
Волков И.К.,ФИТ,доцент,к.н.
Козлов Ж.Р.,ФФ,,д.н.
Козлов К.М.,ФЭТ,ассистент,
Алексеев Ж.Р.,ИТМО,,д.н.
Новиков Г.Н.,ФИВТ,профессор,д.н.
Семенов К.М.,ФИТ,доцент,д.н.
Иванов Е.П.,ФИТ,,к.н.
Волков Ж.Р.,ФФ,,д.н.
Смирнов К.М.,ФМиМ,доцент,д.н.
Лебедева М.Ю.,ФМиМ,ассистент,
Козлов Е.П.,ФМиМ,доцент,
Алексеев Б.В.,ФЭТ,профессор,д.н.
Кузнецов В.И.,ФМиМ,доцент,к.н.
Морозов Д.С.,ИТМО,,к.н.
Новиков Д.С.,ФМиЕН,ассистент,д.н.
Соколов Ж.Р.,ФИВТ,профессор,к.н.
Лебедева З.Т.,ФФ,профессор,к.н.
Семенов А.А.,ФУПМ,профессор,
Новиков Л.О.,ФИТ,профессор,д.н.
Козлов Е.П.,ФИТ,ассистент,д.н.
Лебедев В.И.,ФФ,профессор,
Кузнецов В.И.,ФИТ,доцент,
Лебедева Л.О.,ФФ,профессор,д.н.
Иванов М.Ю.,ИТМО,профессор,
Семенов Е.П.,ФИВТ,ассистент,к.н.
Семенов З.Т.,ФРТ,ассистент,д.н.
Семенов В.И.,ФФ,доцент,д.н.
Новиков Ж.Р.,ФМиМ,профессор,д.н.
Лебедев Д.С.,ФЭТ,профессор,д.н.
Петров К.М.,ФЭТ,профессор,к.н.
Морозов М.Ю.,ФМиМ,профессор,к.н.
Кузнецов К.М.,ФРТ,ассистент,д.н.
Сидоров А.А.,ФЭТ,профессор,к.н.
Попов И.К.,ФПМИ,профессор,к.н.
Лебедева Ж.Р.,ФПМИ,доцент,
Егоров А.А.,ИТМО,ассистент,д.н.
Егоров Ж.Р.,ФПМИ,ассистент,д.н.
Морозов З.Т.,ФМиМ,профессор,
Морозов Л.О.,ИТМО,,к.н.
Сидоров Д.С.,ФФ,ассистент,
Лебедева Ж.Р.,ФЭТ,,к.н.
Сидоров Г.Н.,ФИТ,,
Семенов Е.П.,ФФ,,к.н.
Сидоров Б.В.,ИТМО,профессор,д.н.
Иванов З.Т.,ФИВТ,,
Лебедев К.М.,ФИВТ,профессор,д.н.
Алексеев В.И.,ФИВТ,профессор,
Попов М.Ю.,ИТМО,доцент,д.н.
Попов Ж.Р.,ФМиЕН,ассистент,
Алексеев Ж.Р.,ФУПМ,ассистент,
Морозов А.А.,ФИВТ,,
Новиков Б.В.,ФМиМ,профессор,к.н.
Смирнов Ж.Р.,ФФ,профессор,к.н.
Кузнецов И.К.,ФПМИ,доцент,д.н.
Лебедева В.И.,ФИТ,доцент,
Семенов Б.В.,ФРТ,доцент,
Волков Л.О.,ФФ,ассистент,к.н.
Семенов Л.О.,ФМиЕН,профессор,к.н.
Новиков Д.С.,ФМиЕН,доцент,д.н.
Петров Е.П.,ФИТ,,к.н.
Смирнов А.А.,ФУПМ,ассистент,
Новиков М.Ю.,ФМиЕН,профессор,
Смирнов Б.В.,ФФ,ассистент,
Лебедев В.И.,ФИВТ,ассистент,д.н.
Смирнов И.К.,ФИВТ,доцент,д.н.
Семенов Л.О.,ФИВТ,доцент,д.н.
Смирнов Г.Н.,ФМиМ,доцент,д.н.
Лебедев Г.Н.,ФРТ,профессор,д.н.
Соколов М.Ю.,ФИТ,ассистент,к.н.
Новиков М.Ю.,ФИТ,ассистент,к.н.
Попов Е.П.,ФМиЕН,,
Новиков Ж.Р.,ФМиМ,,
Семенов З.Т.,ФПМИ,доцент,к.н.
Иванов Г.Н.,ФИТ,профессор,к.н.
Волков Е.П.,ФПМИ,ассистент,
Попов Д.С.,ФПМИ,,к.н.
Кузнецов В.И.,ФРТ,профессор,д.н.
Новиков Г.Н.,ФИВТ,доцент,
Сидоров И.К.,ФМиМ,ассистент,
Морозов З.Т.,ФРТ,профессор,к.н.
Алексеев Л.О.,ИТМО,профессор,
Кузнецов А.А.,ФЭТ,доцент,д.н.
Волков И.К.,ФУПМ,ассистент,
Соколов Б.В.,ФФ,доцент,к.н.
Лебедева К.М.,ФИВТ,профессор,
Семенов Г.Н.,ФИТ,ассистент,д.н.
Попов В.И.,ФПМИ,доцент,
Лебедева И.К.,ФИВТ,,к.н.
Морозов Г.Н.,ФУПМ,профессор,к.н.
Волков А.А.,ФИТ,профессор,
Семенов Ж.Р.,ФИТ,профессор,д.н.
Новиков Д.С.,ФРТ,,
Петров К.М.,ИТМО,ассистент,
Лебедев А.А.,ИТМО,ассистент,
Попов В.И.,ФЭТ,доцент,
Козлов В.И.,ФЭТ,профессор,к.н.
Алексеев Л.О.,ФМиМ,профессор,д.н.
Смирнов В.И.,ФИТ,доцент,к.н.
Лебедев Ж.Р.,ФФ,ассистент,
Морозов Г.Н.,ФПМИ,доцент,к.н.
Лебедев А.А.,ФИВТ,,д.н.
Соколов Л.О.,ФЭТ,ассистент,д.н.
Попов А.А.,ФИВТ,,
Волков Е.П.,ФЭТ,профессор,д.н.
Морозов А.А.,ФРТ,профессор,к.н.
Смирнов Ж.Р.,ФИТ,,
Новиков Г.Н.,ФМиМ,ассистент,
Алексеев А.А.,ФМиЕН,,к.н.
Семенов Е.П.,ФИВТ,доцент,д.н.
Петров Л.О.,ФМиМ,,к.н.
Соколов Д.С.,ФФ,,д.н.
Смирнов Л.О.,ФЭТ,ассистент,
Семенов Б.В.,ФРТ,профессор,к.н.
Алексеев З.Т.,ФФ,,к.н.
Попов Г.Н.,ФУПМ,,к.н.
Соколов А.А.,ФФ,профессор,д.н.
Кузнецов З.Т.,ФЭТ,профессор,к.н.
Морозов М.Ю.,ФФ,доцент,д.н.
Соколов Г.Н.,ФМиЕН,профессор,к.н.
Алексеев А.А.,ИТМО,доцент,д.н.
Сидоров З.Т.,ФФ,,к.н.
Соколов Е.П.,ФФ,,д.н.
Попов М.Ю.,ИТМО,профессор,к.н.
Попов Д.С.,ФМиЕН,ассистент,к.н.
Алексеев А.А.,ФМиМ,ассистент,
Новиков Л.О.,ФРТ,,
Иванов Л.О.,ФЭТ,,
Смирнов В.И.,ФИВТ,,д.н.
Петров Г.Н.,ФМиМ,ассистент,к.н.
Петров Л.О.,ФИВТ,доцент,к.н.
Козлов Е.П.,ФЭТ,,к.н.
Козлов Е.П.,ФИТ,,
Петров З.Т.,ФМиМ,профессор,
Новиков З.Т.,ФИВТ,ассистент,
Иванов К.М.,ФУПМ,ассистент,
Попов К.М.,ФМиМ,профессор,
Петров М.Ю.,ФПМИ,ассистент,
Морозов Г.Н.,ФЭТ,профессор,
Сидоров Е.П.,ФИТ,доцент,д.н.
Кузнецов Л.О.,ФФ,,д.н.
Лебедев Е.П.,ФМиМ,доцент,к.н.
Лебедева А.А.,ИТМО,,
Егоров Б.В.,ФИТ,доцент,к.н.
Лебедева З.Т.,ФИТ,ассистент,д.н.
Волков И.К.,ФУПМ,доцент,
Лебедева Д.С.,ФПМИ,,д.н.
Соколов Г.Н.,ФИВТ,доцент,
Лебедев Л.О.,ФФ,профессор,д.н.
Попов А.А.,ФФ,доцент,д.н.
Петров З.Т.,ФИВТ,ассистент,
Попов В.И.,ФФ,доцент,к.н.
Иванов А.А.,ФРТ,доцент,
Козлов Л.О.,ФРТ,,д.н.
Попов М.Ю.,ФПМИ,профессор,к.н.
Алексеев В.И.,ФИТ,,к.н.
Новиков И.К.,ФФ,доцент,к.н.
Петров В.И.,ФЭТ,ассистент,к.н.
Новиков М.Ю.,ФПМИ,профессор,к.н.
Семенов Д.С.,ФФ,профессор,д.н.
Алексеев И.К.,ФФ,доцент,д.н.
Новиков З.Т.,ФМиЕН,,к.н.
Сидоров М.Ю.,ФИВТ,профессор,к.н.
Новиков Е.П.,ИТМО,профессор,
Иванов И.К.,ФРТ,доцент,
Новиков Г.Н.,ФЭТ,доцент,д.н.
Новиков Д.С.,ФИТ,доцент,
Иванов В.И.,ФИТ,ассистент,д.н.
Сидоров Ж.Р.,ФРТ,профессор,
Семенов М.Ю.,ФИТ,ассистент,д.н.
Соколов А.А.,ФЭТ,доцент,д.н.
Алексеев И.К.,ФИВТ,доцент,д.н.
Козлов Б.В.,ФМиМ,,
Кузнецов К.М.,ФМиЕН,ассистент,к.н.
Лебедев К.М.,ФМиМ,,к.н.
Козлов Л.О.,ФФ,,
Иванов Л.О.,ФФ,доцент,
Лебедева Л.О.,ФИТ,профессор,д.н.
Попов И.К.,ФПМИ,доцент,д.н.
Егоров И.К.,ФИВТ,ассистент,к.н.
Соколов К.М.,ФЭТ,,
Петров В.И.,ФИВТ,профессор,
Козлов Л.О.,ФМиЕН,доцент,д.н.
Попов Д.С.,ФУПМ,,
Петров Б.В.,ФИВТ,ассистент,к.н.
Алексеев М.Ю.,ФФ,профессор,д.н.
Волков А.А.,ФПМИ,доцент,
Петров З.Т.,ФПМИ,,д.н.
Петров К.М.,ФФ,,
Семенов Ж.Р.,ФРТ,профессор,
Лебедев З.Т.,ФИВТ,ассистент,
Смирнов А.А.,ФИВТ,профессор,д.н.
Петров Е.П.,ФМиЕН,профессор,
Попов Е.П.,ИТМО,ассистент,д.н.
Новиков З.Т.,ФРТ,доцент,к.н.
Сидоров Г.Н.,ФФ,профессор,д.н.
Попов Б.В.,ФУПМ,доцент,
Иванов Ж.Р.,ФФ,ассистент,
Егоров К.М.,ФРТ,профессор,к.н.
Новиков Л.О.,ФРТ,,
Кузнецов А.А.,ФФ,профессор,к.н.
Лебедев Г.Н.,ФЭТ,,
Семенов Л.О.,ФЭТ,ассистент,к.н.
Сидоров Е.П.,ИТМО,,к.н.
Волков Д.С.,ФПМИ,,
Попов М.Ю.,ФФ,профессор,д.н.
Егоров Г.Н.,ФМиЕН,,к.н.
Морозов И.К.,ФМиЕН,доцент,д.н.
Лебедев Г.Н.,ИТМО,профессор,д.н.
Попов Ж.Р.,ФМиМ,профессор,
Соколов М.Ю.,ФПМИ,ассистент,
Лебедева А.А.,ФФ,профессор,
Егоров Б.В.,ФУПМ,ассистент,д.н.
Лебедева А.А.,ИТМО,ассистент,к.н.
Лебедева М.Ю.,ИТМО,профессор,к.н.
Новиков Г.Н.,ФУПМ,,д.н.
Попов Ж.Р.,ФФ,ассистент,д.н.
Сидоров А.А.,ФИТ,ассистент,д.н.
Морозов З.Т.,ФФ,профессор,д.н.
Иванов А.А.,ФУПМ,профессор,
Соколов М.Ю.,ФЭТ,,к.н.
Кузнецов Е.П.,ФМиЕН,доцент,д.н.
Кузнецов З.Т.,ФРТ,,д.н.
Петров К.М.,ФИТ,,к.н.
Сидоров Д.С.,ФМиЕН,доцент,
Козлов Г.Н.,ИТМО,ассистент,к.н.
Новиков Б.В.,ФРТ,,д.н.
Лебедева В.И.,ФМиЕН,профессор,д.н.
Кузнецов К.М.,ФЭТ,доцент,
Егоров Е.П.,ФРТ,доцент,к.н.
Козлов К.М.,ФМиМ,,д.н.
Попов И.К.,ФФ,,к.н.
Новиков Ж.Р.,ФУПМ,,д.н.
Алексеев И.К.,ФФ,доцент,к.н.
Петров Б.В.,ФУПМ,ассистент,к.н.
Егоров Е.П.,ФЭТ,,к.н.
Кузнецов Б.В.,ФМиЕН,профессор,
Лебедева М.Ю.,ФРТ,,
Соколов В.И.,ФПМИ,доцент,к.н.
Иванов Е.П.,ФМиМ,,д.н.
Семенов Б.В.,ФИТ,профессор,д.н.
Кузнецов И.К.,ФФ,ассистент,к.н.
Козлов К.М.,ИТМО,,д.н.
Смирнов В.И.,ФФ,ассистент,к.н.
Лебедева Г.Н.,ФПМИ,ассистент,
Иванов И.К.,ФМиЕН,профессор,д.н.
Иванов З.Т.,ФИВТ,ассистент,д.н.
Лебедев А.А.,ФИТ,доцент,
Козлов М.Ю.,ФФ,,
Петров Д.С.,ФРТ,ассистент,
Егоров З.Т.,ФИВТ,профессор,д.н.
Смирнов В.И.,ФФ,доцент,д.н.
Иванов И.К.,ФПМИ,,к.н.
Кузнецов Л.О.,ФМиЕН,ассистент,к.н.
Волков К.М.,ФМиЕН,ассистент,к.н.
Алексеев Г.Н.,ФЭТ,,к.н.
Лебедев З.Т.,ФМиМ,доцент,
Сидоров И.К.,ФЭТ,ассистент,
Новиков М.Ю.,ФЭТ,ассистент,к.н.
Соколов Ж.Р.,ФПМИ,,
Козлов А.А.,ФЭТ,,к.н.
Лебедева А.А.,ФИВТ,профессор,д.н.
Иванов Д.С.,ФУПМ,,
Козлов Б.В.,ФИВТ,доцент,
Козлов З.Т.,ФРТ,,д.н.
Морозов Б.В.,ФМиМ,доцент,д.н.
Попов Г.Н.,ФИВТ,,к.н.
Волков М.Ю.,ФРТ,профессор,к.н.
Смирнов В.И.,ФПМИ,ассистент,к.н.
Козлов Д.С.,ФПМИ,доцент,к.н.
Кузнецов В.И.,ФМиЕН,доцент,к.н.
Попов М.Ю.,ФМиМ,ассистент,
Петров И.К.,ИТМО,доцент,
